accession	altitude	assembly_quality	assembly_software	base_count	binning_software	bio_material	broker_name	cell_line	cell_type	center_name	checklist	collected_by	collection_date	collection_date_submitted	completeness_score	contamination_score	country	cram_index_aspera	cram_index_ftp	cram_index_galaxy	cultivar	culture_collection	depth	description	dev_stage	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_package	environmental_sample	experiment_accession	experiment_alias	experiment_title	experimental_factor	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_created	first_public	germline	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_layout	library_name	library_selection	library_source	library_strategy	location	lon	mating_type	nominal_length	nominal_sdev	parent_study	ph	project_name	protocol_label	read_count	run_accession	run_alias	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_title	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_sample_accession	secondary_study_accession	sequencing_method	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_sex	target_gene	tax_id	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	variety
SAMEA104303710				1705082550						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124040/19990_8#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124040/19990_8#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124040/19990_8#15.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180892	SC_EXP_19990_8#15	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/000/ERR2124040/ERR2124040_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/000/ERR2124040/ERR2124040_2.fastq.gz	304431125;319106963	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/000/ERR2124040/ERR2124040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/000/ERR2124040/ERR2124040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/000/ERR2124040/ERR2124040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/000/ERR2124040/ERR2124040_2.fastq.gz	f8ef6e442c5cb2ead8b07625a03c04f8;d87a19a25d151847cf2a7fd8ef11882b	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:G2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					22734434	ERR2124040	SC_RUN_19990_8#15		SAMEA104303710	bd7b7ce0-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928688	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124040/19990_8#15.cram	469593933	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124040/19990_8#15.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124040/19990_8#15.cram		150cbfb05310b38cbba2891c74c9b651			9606						
SAMEA104303711				1448957550						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124041/19990_8#22.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124041/19990_8#22.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124041/19990_8#22.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180893	SC_EXP_19990_8#22	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/001/ERR2124041/ERR2124041_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/001/ERR2124041/ERR2124041_2.fastq.gz	260042181;276434565	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/001/ERR2124041/ERR2124041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/001/ERR2124041/ERR2124041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/001/ERR2124041/ERR2124041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/001/ERR2124041/ERR2124041_2.fastq.gz	a99234774cca122677c1a781c379e74a;51f9e885372233f0c919273180c3322e	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:F3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					19319434	ERR2124041	SC_RUN_19990_8#22		SAMEA104303711	bdcaae50-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928689	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124041/19990_8#22.cram	408600180	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124041/19990_8#22.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124041/19990_8#22.cram		1ac05983d1c77b6cb1d64238ad957d31			9606						
SAMEA104303712				1584730050						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124042/19990_8#23.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124042/19990_8#23.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124042/19990_8#23.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180894	SC_EXP_19990_8#23	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/002/ERR2124042/ERR2124042_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/002/ERR2124042/ERR2124042_2.fastq.gz	285443983;295939508	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/002/ERR2124042/ERR2124042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/002/ERR2124042/ERR2124042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/002/ERR2124042/ERR2124042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/002/ERR2124042/ERR2124042_2.fastq.gz	7a2cf2ac1f0781906e6a69d6f59194a0;f6fb3b70747d4ea7ee7ba8536a8c7724	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:G3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					21129734	ERR2124042	SC_RUN_19990_8#23		SAMEA104303712	bdd66e20-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928690	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124042/19990_8#23.cram	441330345	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124042/19990_8#23.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124042/19990_8#23.cram		416009c3760d62d691240cfcb935d21d			9606						
SAMEA104303713				1594090350						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124043/19990_8#24.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124043/19990_8#24.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124043/19990_8#24.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180895	SC_EXP_19990_8#24	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/003/ERR2124043/ERR2124043_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/003/ERR2124043/ERR2124043_2.fastq.gz	290176024;298945727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/003/ERR2124043/ERR2124043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/003/ERR2124043/ERR2124043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/003/ERR2124043/ERR2124043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/003/ERR2124043/ERR2124043_2.fastq.gz	0c3a84b5177425c6b267bd6bef379e17;9ddc94f3381712c2a66276fd44f8783e	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:H3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					21254538	ERR2124043	SC_RUN_19990_8#24		SAMEA104303713	bde3b490-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928691	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124043/19990_8#24.cram	451382891	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124043/19990_8#24.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124043/19990_8#24.cram		0224da2f69b233f6aeff3a18eded06f8			9606						
SAMEA4666205				1439645400						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585922/21543_1#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585922/21543_1#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585922/21543_1#13.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602719	SC_EXP_21543_1#13	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/002/ERR2585922/ERR2585922_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/002/ERR2585922/ERR2585922_2.fastq.gz	226723265;239295531	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2585922/ERR2585922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2585922/ERR2585922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2585922/ERR2585922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2585922/ERR2585922_2.fastq.gz	4871da343d7eb2cc34aca5087844250d;e46da19ae6a1c31de7de2c871f796511	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:E2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					19195272	ERR2585922	SC_RUN_21543_1#13		SAMEA4666205	db6dcda0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486823	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585922/21543_1#13.cram	354174337	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585922/21543_1#13.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585922/21543_1#13.cram		63a4fe4cb0798496fc7f67a7409c41ab			9606						
SAMEA4666206				1299158550						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585923/21543_1#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585923/21543_1#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585923/21543_1#14.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602720	SC_EXP_21543_1#14	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2585923/ERR2585923_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2585923/ERR2585923_2.fastq.gz	205218708;218592412	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2585923/ERR2585923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2585923/ERR2585923_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2585923/ERR2585923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2585923/ERR2585923_2.fastq.gz	e58ab6b408f0f0bb7f32d1670ead4bbd;17335d6f9c7f6bc45078f5ec8cc8ab26	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:F2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					17322114	ERR2585923	SC_RUN_21543_1#14		SAMEA4666206	db7547b0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486824	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585923/21543_1#14.cram	322972486	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585923/21543_1#14.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585923/21543_1#14.cram		8299745c9e512da7dbb96ae57a8bf0de			9606						
SAMEA4666207				1673765550						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585924/21543_1#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585924/21543_1#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585924/21543_1#15.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602721	SC_EXP_21543_1#15	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/004/ERR2585924/ERR2585924_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/004/ERR2585924/ERR2585924_2.fastq.gz	260654973;278980435	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2585924/ERR2585924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2585924/ERR2585924_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2585924/ERR2585924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2585924/ERR2585924_2.fastq.gz	0183969987b47cc3484083f649692925;19f57c13c0ecd8e7433f8116484f6371	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:G2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					22316874	ERR2585924	SC_RUN_21543_1#15		SAMEA4666207	db7c73a0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486825	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585924/21543_1#15.cram	418825057	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585924/21543_1#15.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585924/21543_1#15.cram		ab91fb65300dba22eb1d7db2e5d0793d			9606						
SAMEA4666205				1431008400						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585925/21543_2#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585925/21543_2#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585925/21543_2#13.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602722	SC_EXP_21543_2#13	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2585925/ERR2585925_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2585925/ERR2585925_2.fastq.gz	225817042;236635966	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2585925/ERR2585925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2585925/ERR2585925_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2585925/ERR2585925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2585925/ERR2585925_2.fastq.gz	f3f236cfbb94f92eb5ce801d83c30b2a;e94e4f94a58e56e93a84ca55b54ffb41	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:E2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					19080112	ERR2585925	SC_RUN_21543_2#13		SAMEA4666205	db6dcda0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486823	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585925/21543_2#13.cram	351075605	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585925/21543_2#13.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585925/21543_2#13.cram		e02bd77ceeaeb3c3bb87a46d57178076			9606						
SAMEA4666206				1292267400						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585926/21543_2#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585926/21543_2#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585926/21543_2#14.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602723	SC_EXP_21543_2#14	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/006/ERR2585926/ERR2585926_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/006/ERR2585926/ERR2585926_2.fastq.gz	204507507;216521686	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2585926/ERR2585926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2585926/ERR2585926_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2585926/ERR2585926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2585926/ERR2585926_2.fastq.gz	a589b0f219f531540594a236fb3f58f7;fcb97302727936244aaac9d80e0e2bd5	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:F2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					17230232	ERR2585926	SC_RUN_21543_2#14		SAMEA4666206	db7547b0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486824	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585926/21543_2#14.cram	320177521	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585926/21543_2#14.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585926/21543_2#14.cram		ce64f167155fa17a9cc8cdce67f0c6d1			9606						
SAMEA4666207				1665329700						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585927/21543_2#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585927/21543_2#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585927/21543_2#15.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602724	SC_EXP_21543_2#15	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/007/ERR2585927/ERR2585927_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/007/ERR2585927/ERR2585927_2.fastq.gz	259741666;276338468	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2585927/ERR2585927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2585927/ERR2585927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2585927/ERR2585927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2585927/ERR2585927_2.fastq.gz	83905d289c51a41e7d745f2ba02fb530;fbcb5f2f59bbb15e64066314a52d64b4	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:G2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					22204396	ERR2585927	SC_RUN_21543_2#15		SAMEA4666207	db7c73a0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486825	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585927/21543_2#15.cram	415735900	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585927/21543_2#15.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585927/21543_2#15.cram		eddedb9011aeedfca2f008afc6fa8772			9606						
SAMEA4666205				1426072800						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585928/21543_3#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585928/21543_3#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585928/21543_3#13.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602725	SC_EXP_21543_3#13	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2585928/ERR2585928_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2585928/ERR2585928_2.fastq.gz	227756896;238731742	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2585928/ERR2585928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2585928/ERR2585928_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2585928/ERR2585928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2585928/ERR2585928_2.fastq.gz	5c15dc9d8f673cf805a4575434bc9894;e20329e0d60add1ed094a90344998cc0	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:E2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					19014304	ERR2585928	SC_RUN_21543_3#13		SAMEA4666205	db6dcda0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486823	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585928/21543_3#13.cram	354167998	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585928/21543_3#13.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585928/21543_3#13.cram		3412372e3c82486d36769e94d101efb4			9606						
