File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF881XBQ	fastq	fastq		reads		ENCSR233MJI	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q92974'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9181/'], '@type': ['Target', 'Item'], 'label': 'ARHGEF2', 'title': 'ARHGEF2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '50dc6855-85f9-407d-b64d-07f6b1ccbe57', 'schema_version': '14', 'name': 'ARHGEF2-human', '@id': '/targets/ARHGEF2-human/', 'status': 'released'}				ARHGEF2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF955CLR/			1440496102	Brenton Graveley, UConn	193a87020ac87243e6c20f324d6dc64a	SRA:SRR22521410	https://www.encodeproject.org/files/ENCFF881XBQ/@@download/ENCFF881XBQ.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF344FNN/, /files/ENCFF445PPR/	released	s3://encode-public/2021/11/09/f472b45c-98a0-4486-91a0-9b6c0f72e8d3/ENCFF881XBQ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/f472b45c-98a0-4486-91a0-9b6c0f72e8d3/ENCFF881XBQ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF214BCE	fastq	fastq		reads		ENCSR925POR	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4234/'], '@type': ['Target', 'Item'], 'name': 'METTL1-human', 'label': 'METTL1', '@id': '/targets/METTL1-human/', 'title': 'METTL1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '81c71dad-8138-48f3-a4aa-57a400682c86', 'status': 'released'}				METTL1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF780PGK/			3140476996	Brenton Graveley, UConn	ff27381b28326e0764b2ffb9a589da31	SRA:SRR22522029	https://www.encodeproject.org/files/ENCFF214BCE/@@download/ENCFF214BCE.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF345XFS/, /files/ENCFF287OZA/	released	s3://encode-public/2021/10/15/aec2b477-fd58-4b83-a8d0-10c3d71fa56c/ENCFF214BCE.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/15/aec2b477-fd58-4b83-a8d0-10c3d71fa56c/ENCFF214BCE.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF780PGK	fastq	fastq		reads		ENCSR925POR	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4234/'], '@type': ['Target', 'Item'], 'name': 'METTL1-human', 'label': 'METTL1', '@id': '/targets/METTL1-human/', 'title': 'METTL1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '81c71dad-8138-48f3-a4aa-57a400682c86', 'status': 'released'}				METTL1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF214BCE/			3267461004	Brenton Graveley, UConn	cc9f2803366de16dabb48ecba4fb855b	SRA:SRR22522029	https://www.encodeproject.org/files/ENCFF780PGK/@@download/ENCFF780PGK.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF307VBU/, /files/ENCFF580SJG/	released	s3://encode-public/2021/10/15/bf4fa27a-c92c-4641-b7ed-d17026a6cd35/ENCFF780PGK.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/15/bf4fa27a-c92c-4641-b7ed-d17026a6cd35/ENCFF780PGK.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF676NSO	fastq	fastq		reads		ENCSR925POR	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4234/'], '@type': ['Target', 'Item'], 'name': 'METTL1-human', 'label': 'METTL1', '@id': '/targets/METTL1-human/', 'title': 'METTL1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '81c71dad-8138-48f3-a4aa-57a400682c86', 'status': 'released'}				METTL1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-04	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF839KJR/			2746789501	Brenton Graveley, UConn	1e84842bb3ebe94aa0dc61882b710890	SRA:SRR22522028	https://www.encodeproject.org/files/ENCFF676NSO/@@download/ENCFF676NSO.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF345XFS/, /files/ENCFF287OZA/	released	s3://encode-public/2021/10/15/b6d18cb2-e556-4bb7-b7f5-65f3dba09c24/ENCFF676NSO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/15/b6d18cb2-e556-4bb7-b7f5-65f3dba09c24/ENCFF676NSO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF839KJR	fastq	fastq		reads		ENCSR925POR	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4234/'], '@type': ['Target', 'Item'], 'name': 'METTL1-human', 'label': 'METTL1', '@id': '/targets/METTL1-human/', 'title': 'METTL1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '81c71dad-8138-48f3-a4aa-57a400682c86', 'status': 'released'}				METTL1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-04	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF676NSO/			2866139099	Brenton Graveley, UConn	25f086c3ebd7fd74bb3b6422437c0855	SRA:SRR22522028	https://www.encodeproject.org/files/ENCFF839KJR/@@download/ENCFF839KJR.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF307VBU/, /files/ENCFF580SJG/	released	s3://encode-public/2021/10/15/99b1129e-d787-4d78-83ef-374bb176a668/ENCFF839KJR.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/15/99b1129e-d787-4d78-83ef-374bb176a668/ENCFF839KJR.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF931HCF	fastq	fastq		reads		ENCSR191LWZ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q92974'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9181/'], '@type': ['Target', 'Item'], 'label': 'ARHGEF2', 'title': 'ARHGEF2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '50dc6855-85f9-407d-b64d-07f6b1ccbe57', 'schema_version': '14', 'name': 'ARHGEF2-human', '@id': '/targets/ARHGEF2-human/', 'status': 'released'}				ARHGEF2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF680FVY/			1390466505	Brenton Graveley, UConn	0f5e2d7a088932f604a1a1cc7a0028ce	SRA:SRR22521334	https://www.encodeproject.org/files/ENCFF931HCF/@@download/ENCFF931HCF.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF940FEG/, /files/ENCFF499IBJ/	released	s3://encode-public/2022/02/02/aaad2609-df4c-47ee-b4af-7c58ad35e0d9/ENCFF931HCF.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/aaad2609-df4c-47ee-b4af-7c58ad35e0d9/ENCFF931HCF.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF407JKE	fastq	fastq		reads		ENCSR191LWZ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q92974'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9181/'], '@type': ['Target', 'Item'], 'label': 'ARHGEF2', 'title': 'ARHGEF2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '50dc6855-85f9-407d-b64d-07f6b1ccbe57', 'schema_version': '14', 'name': 'ARHGEF2-human', '@id': '/targets/ARHGEF2-human/', 'status': 'released'}				ARHGEF2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF346MBE/			1378573023	Brenton Graveley, UConn	ff53838d5389c125d2c3e86e0f4db5c1	SRA:SRR22521333	https://www.encodeproject.org/files/ENCFF407JKE/@@download/ENCFF407JKE.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF109JZU/, /files/ENCFF098RBG/	released	s3://encode-public/2022/02/02/77172c70-b801-49b5-9b29-e52c2513f866/ENCFF407JKE.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/77172c70-b801-49b5-9b29-e52c2513f866/ENCFF407JKE.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF346MBE	fastq	fastq		reads		ENCSR191LWZ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q92974'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9181/'], '@type': ['Target', 'Item'], 'label': 'ARHGEF2', 'title': 'ARHGEF2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '50dc6855-85f9-407d-b64d-07f6b1ccbe57', 'schema_version': '14', 'name': 'ARHGEF2-human', '@id': '/targets/ARHGEF2-human/', 'status': 'released'}				ARHGEF2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF407JKE/			1334888700	Brenton Graveley, UConn	aa94fa96cbd5d9e08e4fe2643b718115	SRA:SRR22521333	https://www.encodeproject.org/files/ENCFF346MBE/@@download/ENCFF346MBE.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF940FEG/, /files/ENCFF499IBJ/	released	s3://encode-public/2022/02/02/ab3c951d-b732-4bc3-84d9-205ab7cdcd29/ENCFF346MBE.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/ab3c951d-b732-4bc3-84d9-205ab7cdcd29/ENCFF346MBE.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF680FVY	fastq	fastq		reads		ENCSR191LWZ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q92974'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9181/'], '@type': ['Target', 'Item'], 'label': 'ARHGEF2', 'title': 'ARHGEF2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '50dc6855-85f9-407d-b64d-07f6b1ccbe57', 'schema_version': '14', 'name': 'ARHGEF2-human', '@id': '/targets/ARHGEF2-human/', 'status': 'released'}				ARHGEF2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF931HCF/			1448310047	Brenton Graveley, UConn	5372b24b59361e59f5fdc89f364f6078	SRA:SRR22521334	https://www.encodeproject.org/files/ENCFF680FVY/@@download/ENCFF680FVY.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF109JZU/, /files/ENCFF098RBG/	released	s3://encode-public/2022/02/02/032c13b2-3c84-4781-ba9c-853b745f1827/ENCFF680FVY.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/032c13b2-3c84-4781-ba9c-853b745f1827/ENCFF680FVY.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF983QDR	fastq	fastq		reads		ENCSR256UIA	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q9UJU6'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/28988/'], '@type': ['Target', 'Item'], 'label': 'DBNL', 'title': 'DBNL (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'dad368de-0fcd-4aa5-8d02-f7a63c32505d', 'schema_version': '14', 'name': 'DBNL-human', '@id': '/targets/DBNL-human/', 'status': 'released'}				DBNL-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF530UTJ/			1795442430	Brenton Graveley, UConn	65f4086fdaed5017c49f590501b0c88a	SRA:SRR22521486	https://www.encodeproject.org/files/ENCFF983QDR/@@download/ENCFF983QDR.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF109JZU/, /files/ENCFF098RBG/	released	s3://encode-public/2022/02/02/18c0b552-e511-4f59-8bfa-b78a1ae96b4a/ENCFF983QDR.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/18c0b552-e511-4f59-8bfa-b78a1ae96b4a/ENCFF983QDR.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF530UTJ	fastq	fastq		reads		ENCSR256UIA	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q9UJU6'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/28988/'], '@type': ['Target', 'Item'], 'label': 'DBNL', 'title': 'DBNL (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'dad368de-0fcd-4aa5-8d02-f7a63c32505d', 'schema_version': '14', 'name': 'DBNL-human', '@id': '/targets/DBNL-human/', 'status': 'released'}				DBNL-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF983QDR/			1704834342	Brenton Graveley, UConn	b3f59fc3d6903f3763c3e1b097d5bf7c	SRA:SRR22521486	https://www.encodeproject.org/files/ENCFF530UTJ/@@download/ENCFF530UTJ.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF940FEG/, /files/ENCFF499IBJ/	released	s3://encode-public/2022/02/02/e546313a-a0a0-4e46-8d67-aa9b11dd350b/ENCFF530UTJ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/e546313a-a0a0-4e46-8d67-aa9b11dd350b/ENCFF530UTJ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF395UPF	fastq	fastq		reads		ENCSR256UIA	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q9UJU6'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/28988/'], '@type': ['Target', 'Item'], 'label': 'DBNL', 'title': 'DBNL (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'dad368de-0fcd-4aa5-8d02-f7a63c32505d', 'schema_version': '14', 'name': 'DBNL-human', '@id': '/targets/DBNL-human/', 'status': 'released'}				DBNL-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF898QCA/			1505318200	Brenton Graveley, UConn	90fa8bb9685e0b60f58c396cc429107a	SRA:SRR22521485	https://www.encodeproject.org/files/ENCFF395UPF/@@download/ENCFF395UPF.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF940FEG/, /files/ENCFF499IBJ/	released	s3://encode-public/2022/02/02/46dedd1f-366d-401a-925c-5ef7c6527980/ENCFF395UPF.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/46dedd1f-366d-401a-925c-5ef7c6527980/ENCFF395UPF.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF898QCA	fastq	fastq		reads		ENCSR256UIA	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q9UJU6'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/28988/'], '@type': ['Target', 'Item'], 'label': 'DBNL', 'title': 'DBNL (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'dad368de-0fcd-4aa5-8d02-f7a63c32505d', 'schema_version': '14', 'name': 'DBNL-human', '@id': '/targets/DBNL-human/', 'status': 'released'}				DBNL-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF395UPF/			1572590710	Brenton Graveley, UConn	ec03791786b1bd6e09bc328ca6bece46	SRA:SRR22521485	https://www.encodeproject.org/files/ENCFF898QCA/@@download/ENCFF898QCA.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF109JZU/, /files/ENCFF098RBG/	released	s3://encode-public/2022/02/02/d7df5fea-cf08-47ea-9b64-5768fcc08e9d/ENCFF898QCA.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/d7df5fea-cf08-47ea-9b64-5768fcc08e9d/ENCFF898QCA.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF363LVG	fastq	fastq		reads		ENCSR635RAB	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2091/'], '@type': ['Target', 'Item'], 'name': 'FBL-human', 'label': 'FBL', '@id': '/targets/FBL-human/', 'title': 'FBL (Homo sapiens)', 'investigated_as': ['chromatin remodeler'], 'uuid': 'b6d526b9-af9b-4b8f-9a70-b90b0df78a55', 'status': 'released'}				FBL-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF773IFG/			6070005612	Brenton Graveley, UConn	851a12b51559bc78dfb04e8821364986	SRA:SRR14839609	https://www.encodeproject.org/files/ENCFF363LVG/@@download/ENCFF363LVG.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF853XQB/, /files/ENCFF816GYE/	released	s3://encode-public/2020/09/30/ac71560e-698f-415f-8fc1-60152d560940/ENCFF363LVG.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/30/ac71560e-698f-415f-8fc1-60152d560940/ENCFF363LVG.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF757JUK	fastq	fastq		reads		ENCSR635RAB	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2091/'], '@type': ['Target', 'Item'], 'name': 'FBL-human', 'label': 'FBL', '@id': '/targets/FBL-human/', 'title': 'FBL (Homo sapiens)', 'investigated_as': ['chromatin remodeler'], 'uuid': 'b6d526b9-af9b-4b8f-9a70-b90b0df78a55', 'status': 'released'}				FBL-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF406WYY/			6500882370	Brenton Graveley, UConn	cee394195807d9adcdf9930006bcaf58	SRA:SRR14839608	https://www.encodeproject.org/files/ENCFF757JUK/@@download/ENCFF757JUK.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF853XQB/, /files/ENCFF816GYE/	released	s3://encode-public/2020/09/30/b1969eb8-eb44-44d4-a399-a20a35047a2d/ENCFF757JUK.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/30/b1969eb8-eb44-44d4-a399-a20a35047a2d/ENCFF757JUK.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
