run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
ERR2598191	ERP109002	SAMEA4690113	ERS2510297	ERX2614472	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5916sTS.Human.Testis.5w.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	21140751	2135215851	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5916sTS.Human.Testis.5w.Male_s	E-MTAB-6814:5916sTS.Human.Testis.5w.Male	1220017901	b3300af521404cd745d85e2e9231a040	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598191/ERR2598191.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2598191/ERR2598191.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598191/ERR2598191.fastq.gz	1133188446	c86afe3bfbb1f0d3135b75da6be7d880	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598191/5916sTS.Human.Testis.5w.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598191/5916sTS.Human.Testis.5w.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598191/5916sTS.Human.Testis.5w.Male.fastq.gz	FASTQ	802147324	f42d9d9e734ddba65275ea476647d8c8	ftp.sra.ebi.ac.uk/vol1/err/ERR259/001/ERR2598191	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/001/ERR2598191	ftp.sra.ebi.ac.uk/vol1/err/ERR259/001/ERR2598191	E-MTAB-6814:5916sTS.Human.Testis.5w.Male	ArrayExpress	5916sTS.Human.Testis.5w.Male		2018-05-25
ERR2598196	ERP109002	SAMEA4690118	ERS2510302	ERX2614477	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	3672sTS.Human.Hindbrain.CS18.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	27545909	2782136809	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:3672sTS.Human.Hindbrain.CS18.Male_s	E-MTAB-6814:3672sTS.Human.Hindbrain.CS18.Male	1629281412	4aeaa02b59869f21d6ac606026768c00	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598196/ERR2598196.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598196/ERR2598196.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598196/ERR2598196.fastq.gz	1516479395	a6a12602b8c805ef7b1fefafccff0989	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598196/3672sTS.Human.Hindbrain.CS18.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598196/3672sTS.Human.Hindbrain.CS18.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598196/3672sTS.Human.Hindbrain.CS18.Male.fastq.gz	FASTQ	1077259194	165a18285cd53f2b2910d564708a9250	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598196	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/006/ERR2598196	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598196	E-MTAB-6814:3672sTS.Human.Hindbrain.CS18.Male	ArrayExpress	3672sTS.Human.Hindbrain.CS18.Male		2018-05-25
ERR2598197	ERP109002	SAMEA4690119	ERS2510303	ERX2614478	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	3674sTS.Human.Hindbrain.CS17.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	50534113	5103945413	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:3674sTS.Human.Hindbrain.CS17.Female_s	E-MTAB-6814:3674sTS.Human.Hindbrain.CS17.Female	2963735866	cfcfb595a04d38867de9160b6bae65cd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598197/ERR2598197.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598197/ERR2598197.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598197/ERR2598197.fastq.gz	2762998846	5d21da18f5ca8a1d5a6575824b8c0461	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598197/3674sTS.Human.Hindbrain.CS17.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598197/3674sTS.Human.Hindbrain.CS17.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598197/3674sTS.Human.Hindbrain.CS17.Female.fastq.gz	FASTQ	1962073185	993e48518f5d0f32a455da4f4fc18eab	ftp.sra.ebi.ac.uk/vol1/err/ERR259/007/ERR2598197	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/007/ERR2598197	ftp.sra.ebi.ac.uk/vol1/err/ERR259/007/ERR2598197	E-MTAB-6814:3674sTS.Human.Hindbrain.CS17.Female	ArrayExpress	3674sTS.Human.Hindbrain.CS17.Female		2018-05-25
ERR2598202	ERP109002	SAMEA4690124	ERS2510308	ERX2614483	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	3676sTS.Human.Liver.CS17.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	36851802	3722032002	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:3676sTS.Human.Liver.CS17.Female_s	E-MTAB-6814:3676sTS.Human.Liver.CS17.Female	2123581094	c3fd7ae16398ae4b6b1cfd84e3deea89	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598202/ERR2598202.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598202/ERR2598202.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598202/ERR2598202.fastq.gz	1974131669	c7e63c17df5d8a7b6776a880e5ac8223	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598202/3676sTS.Human.Liver.CS17.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598202/3676sTS.Human.Liver.CS17.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598202/3676sTS.Human.Liver.CS17.Female.fastq.gz	FASTQ	1444949980	70a2abec0e1a8694cb1af2ef051eb53e	ftp.sra.ebi.ac.uk/vol1/err/ERR259/002/ERR2598202	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/002/ERR2598202	ftp.sra.ebi.ac.uk/vol1/err/ERR259/002/ERR2598202	E-MTAB-6814:3676sTS.Human.Liver.CS17.Female	ArrayExpress	3676sTS.Human.Liver.CS17.Female		2018-05-25
ERR2598210	ERP109002	SAMEA4690132	ERS2510316	ERX2614491	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	3573sTS.Human.Heart.CS20.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	35013290	3536342290	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:3573sTS.Human.Heart.CS20.Female_s	E-MTAB-6814:3573sTS.Human.Heart.CS20.Female	1868771893	992a48eca6f2cea25971035db32a7e2d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598210/ERR2598210.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2598210/ERR2598210.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598210/ERR2598210.fastq.gz	1728936096	a55297eff27785eb104cff9374778d7e	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598210/3573sTS.Human.Heart.CS20.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598210/3573sTS.Human.Heart.CS20.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598210/3573sTS.Human.Heart.CS20.Female.fastq.gz	FASTQ	1221003542	c9b8bce775a0c2a7f69b2821c7f266d0	ftp.sra.ebi.ac.uk/vol1/err/ERR259/000/ERR2598210	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/000/ERR2598210	ftp.sra.ebi.ac.uk/vol1/err/ERR259/000/ERR2598210	E-MTAB-6814:3573sTS.Human.Heart.CS20.Female	ArrayExpress	3573sTS.Human.Heart.CS20.Female		2018-05-25
ERR2598216	ERP109002	SAMEA4690138	ERS2510322	ERX2614497	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5675sTS.Human.Kidney.7w.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	35318764	3567195164	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5675sTS.Human.Kidney.7w.Male_s	E-MTAB-6814:5675sTS.Human.Kidney.7w.Male	1951050820	026899a4be18fd99b7f122c1aef91484	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598216/ERR2598216.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598216/ERR2598216.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598216/ERR2598216.fastq.gz	1809598815	87e3176520470df23a0cf261abe13136	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598216/5675sTS.Human.Kidney.7w.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598216/5675sTS.Human.Kidney.7w.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598216/5675sTS.Human.Kidney.7w.Male.fastq.gz	FASTQ	1283245589	e47f8bc878b3ed58782285f75de5d11b	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598216	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/006/ERR2598216	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598216	E-MTAB-6814:5675sTS.Human.Kidney.7w.Male	ArrayExpress	5675sTS.Human.Kidney.7w.Male		2018-05-25
ERR2598218	ERP109002	SAMEA4690140	ERS2510324	ERX2614499	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	3574sTS.Human.Liver.CS20.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	30375129	3067888029	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:3574sTS.Human.Liver.CS20.Female_s	E-MTAB-6814:3574sTS.Human.Liver.CS20.Female	1557627266	25c460882f67407add17b15df06029f5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598218/ERR2598218.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598218/ERR2598218.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598218/ERR2598218.fastq.gz	1433890084	f3553165de951eb1222950c764afbb65	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598218/3574sTS.Human.Liver.CS20.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598218/3574sTS.Human.Liver.CS20.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598218/3574sTS.Human.Liver.CS20.Female.fastq.gz	FASTQ	1050664350	59a881a498f70838b926797e39d99ed5	ftp.sra.ebi.ac.uk/vol1/err/ERR259/008/ERR2598218	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/008/ERR2598218	ftp.sra.ebi.ac.uk/vol1/err/ERR259/008/ERR2598218	E-MTAB-6814:3574sTS.Human.Liver.CS20.Female	ArrayExpress	3574sTS.Human.Liver.CS20.Female		2018-05-25
ERR2598219	ERP109002	SAMEA4690141	ERS2510325	ERX2614500	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	3639sTS.Human.Liver.CS21.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	40248040	4065052040	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:3639sTS.Human.Liver.CS21.Male_s	E-MTAB-6814:3639sTS.Human.Liver.CS21.Male	2447709366	e3b4d3f6a9e8ec43ec694793f106a67d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598219/ERR2598219.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2598219/ERR2598219.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598219/ERR2598219.fastq.gz	2284662924	537ea5fd99804dfb872f74b91ef1337d	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598219/3639sTS.Human.Liver.CS21.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598219/3639sTS.Human.Liver.CS21.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598219/3639sTS.Human.Liver.CS21.Male.fastq.gz	FASTQ	1664713309	d3c929c805d5c83eaf28be0c7d45edd3	ftp.sra.ebi.ac.uk/vol1/err/ERR259/009/ERR2598219	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/009/ERR2598219	ftp.sra.ebi.ac.uk/vol1/err/ERR259/009/ERR2598219	E-MTAB-6814:3639sTS.Human.Liver.CS21.Male	ArrayExpress	3639sTS.Human.Liver.CS21.Male		2018-05-25
ERR2598222	ERP109002	SAMEA4690144	ERS2510328	ERX2614503	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5920sTS.Human.Ovary.7w.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	19928704	2012799104	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5920sTS.Human.Ovary.7w.Female_s	E-MTAB-6814:5920sTS.Human.Ovary.7w.Female	1138996237	d4b8da0e954479ae4909db369fc02314	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598222/ERR2598222.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598222/ERR2598222.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598222/ERR2598222.fastq.gz	1057094836	acb1d4d885bdae480ec1767aeda49c82	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598222/5920sTS.Human.Ovary.7w.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598222/5920sTS.Human.Ovary.7w.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598222/5920sTS.Human.Ovary.7w.Female.fastq.gz	FASTQ	748404879	974915955f8c4e7160bb964fa43f9e07	ftp.sra.ebi.ac.uk/vol1/err/ERR259/002/ERR2598222	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/002/ERR2598222	ftp.sra.ebi.ac.uk/vol1/err/ERR259/002/ERR2598222	E-MTAB-6814:5920sTS.Human.Ovary.7w.Female	ArrayExpress	5920sTS.Human.Ovary.7w.Female		2018-05-25
ERR2598223	ERP109002	SAMEA4690145	ERS2510329	ERX2614504	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	2015sTSb.Human.Testis.CS21.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	38233474	3861580874	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:2015sTSb.Human.Testis.CS21.Male_s	E-MTAB-6814:2015sTSb.Human.Testis.CS21.Male	3361030380	10ab4627eed465d252515305c9ceb361	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598223/ERR2598223.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598223/ERR2598223.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598223/ERR2598223.fastq.gz	3196004086	30a14414005de982f4ecbf17356fc028	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598223/2015sTSb.Human.Testis.CS21.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598223/2015sTSb.Human.Testis.CS21.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598223/2015sTSb.Human.Testis.CS21.Male.fastq.gz	FASTQ	2640447126	757faac23e028fc417b2c35783582026	ftp.sra.ebi.ac.uk/vol1/err/ERR259/003/ERR2598223	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/003/ERR2598223	ftp.sra.ebi.ac.uk/vol1/err/ERR259/003/ERR2598223	E-MTAB-6814:2015sTSb.Human.Testis.CS21.Male	ArrayExpress	2015sTSb.Human.Testis.CS21.Male		2018-05-25
ERR2598226	ERP109002	SAMEA4690148	ERS2510332	ERX2614507	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	2034sTS.Human.Forebrain.CS22.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	24499984	2474498384	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:2034sTS.Human.Forebrain.CS22.Female_s	E-MTAB-6814:2034sTS.Human.Forebrain.CS22.Female	1903216694	fb972fbcadde6e9aa9467e673fd8a29a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598226/ERR2598226.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598226/ERR2598226.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598226/ERR2598226.fastq.gz	1801323570	f9519cfd6d7aa884afec3eaa5f6eb129	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598226/2034sTS.Human.Forebrain.CS22.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598226/2034sTS.Human.Forebrain.CS22.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598226/2034sTS.Human.Forebrain.CS22.Female.fastq.gz	FASTQ	1478324941	5e59053dd78f3d869a4565cb255692d0	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598226	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/006/ERR2598226	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598226	E-MTAB-6814:2034sTS.Human.Forebrain.CS22.Female	ArrayExpress	2034sTS.Human.Forebrain.CS22.Female		2018-05-25
ERR2598231	ERP109002	SAMEA4690153	ERS2510337	ERX2614512	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	2030sTSb.Human.Heart.CS22.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	34282154	3462497554	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:2030sTSb.Human.Heart.CS22.Male_s	E-MTAB-6814:2030sTSb.Human.Heart.CS22.Male	3022291655	0ba7181bc8f625a8c86c351dfd6c47b2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598231/ERR2598231.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2598231/ERR2598231.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598231/ERR2598231.fastq.gz	2873724111	2ff2f81b69188ebdbf57b4598f841f94	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598231/2030sTSb.Human.Heart.CS22.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598231/2030sTSb.Human.Heart.CS22.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598231/2030sTSb.Human.Heart.CS22.Male.fastq.gz	FASTQ	2378450974	b2b36b3d2a7b46300e71b4df19ebd492	ftp.sra.ebi.ac.uk/vol1/err/ERR259/001/ERR2598231	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/001/ERR2598231	ftp.sra.ebi.ac.uk/vol1/err/ERR259/001/ERR2598231	E-MTAB-6814:2030sTSb.Human.Heart.CS22.Male	ArrayExpress	2030sTSb.Human.Heart.CS22.Male		2018-05-25
ERR2598232	ERP109002	SAMEA4690154	ERS2510338	ERX2614513	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	2032sTSm.Human.Heart.CS22.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	51850200	5236870200	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:2032sTSm.Human.Heart.CS22.Female_s	E-MTAB-6814:2032sTSm.Human.Heart.CS22.Female	3698511973	1c658ea76b2ada5afbfdf0ad9e592c2c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598232/ERR2598232.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598232/ERR2598232.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598232/ERR2598232.fastq.gz	3484657161	5eb0d366a4ef3b0c1f8738291ebe35ae	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598232/2032sTSm.Human.Heart.CS22.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598232/2032sTSm.Human.Heart.CS22.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598232/2032sTSm.Human.Heart.CS22.Female.fastq.gz	FASTQ	2667171191	5966df65193206ad8da64176c46bcc6d	ftp.sra.ebi.ac.uk/vol1/err/ERR259/002/ERR2598232	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/002/ERR2598232	ftp.sra.ebi.ac.uk/vol1/err/ERR259/002/ERR2598232	E-MTAB-6814:2032sTSm.Human.Heart.CS22.Female	ArrayExpress	2032sTSm.Human.Heart.CS22.Female		2018-05-25
ERR2598237	ERP109002	SAMEA4690159	ERS2510343	ERX2614518	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	2082sTSb.Human.Hindbrain.CS23.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	35083064	3543389464	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:2082sTSb.Human.Hindbrain.CS23.Female_s	E-MTAB-6814:2082sTSb.Human.Hindbrain.CS23.Female	3085900470	2fe4118c09600f77b4eb381184eb5f1a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598237/ERR2598237.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598237/ERR2598237.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598237/ERR2598237.fastq.gz	2934217728	54515bedd703f00e5c196dbfe612b7fc	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598237/2082sTSb.Human.Hindbrain.CS23.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598237/2082sTSb.Human.Hindbrain.CS23.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598237/2082sTSb.Human.Hindbrain.CS23.Female.fastq.gz	FASTQ	2419586244	113601575b206c0c4c7e6b85ceb4e988	ftp.sra.ebi.ac.uk/vol1/err/ERR259/007/ERR2598237	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/007/ERR2598237	ftp.sra.ebi.ac.uk/vol1/err/ERR259/007/ERR2598237	E-MTAB-6814:2082sTSb.Human.Hindbrain.CS23.Female	ArrayExpress	2082sTSb.Human.Hindbrain.CS23.Female		2018-05-25
