run_accession	experiment_title	study_accession	aligned	sample_accession	altitude	assembly_quality	assembly_software	bam_aspera	bam_bytes	bam_ftp	bam_galaxy	bam_md5	base_count	binning_software	bio_material	bisulfite_protocol	broad_scale_environmental_context	broker_name	cage_protocol	cell_line	cell_type	center_name	checklist	chip_ab_provider	chip_protocol	chip_target	collected_by	collection_date	collection_date_end	collection_date_start	completeness_score	contamination_score	control_experiment	country	cultivar	culture_collection	depth	description	dev_stage	dnase_protocol	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	experiment_accession	experiment_alias	experiment_target	experimental_factor	experimental_protocol	extraction_protocol	faang_library_selection	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	file_location	first_created	first_public	germline	hi_c_protocol	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_scientific_name	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_gen_protocol	library_layout	library_max_fragment_size	library_min_fragment_size	library_name	library_pcr_isolation_protocol	library_prep_date	library_prep_date_format	library_prep_latitude	library_prep_location	library_prep_longitude	library_selection	library_source	library_strategy	local_environmental_context	location	location_end	location_start	lon	marine_region	mating_type	ncbi_reporting_standard	nominal_length	nominal_sdev	pcr_isolation_protocol	ph	project_name	protocol_label	read_count	read_strand	restriction_enzyme	restriction_enzyme_target_sequence	restriction_site	rna_integrity_num	rna_prep_3_protocol	rna_prep_5_protocol	rna_purity_230_ratio	rna_purity_280_ratio	rt_prep_protocol	run_alias	run_date	salinity	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_prep_interval	sample_prep_interval_units	sample_storage	sample_storage_processing	sample_title	cell_line_name	replicate	condition	PERT_TYPE	PERT_ENSEMBL	PERT_GENE	control_samples	pert_time	pert_time_units	pert_concentration	pert_concentration_units	sampling_campaign	sampling_platform	sampling_site	tax_id	scientific_name	secondary_project	secondary_sample_accession	secondary_study_accession	sequencing_date	sequencing_date_format	sequencing_location	sequencing_longitude	sequencing_method	sequencing_primer_catalog	sequencing_primer_lot	sequencing_primer_provider	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	status	strain	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_read_type	tag	target_gene	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	transposase_protocol	variety
SRR6726582	Illumina HiSeq 2500 sequencing: GSM3004152: GBM-2_3_130d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536474									677199350									GEO																Illumina HiSeq 2500 sequencing: GSM3004152: GBM-2_3_130d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3699599	GSM3004152						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/002/SRR6726582/SRR6726582.fastq.gz	408112874	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/002/SRR6726582/SRR6726582.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/002/SRR6726582/SRR6726582.fastq.gz	c0c2bb3a5937dccbf7b6f5fda6d2479f		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		13543987											GSM3004152_r1			GSM3004152			GBM-2_3_130d (techn. Rep. 1)						GBM-2_3_130d (techn. Rep. 1)	ORGANOID_GBM	3	MUT_COMBINATION_2	MUTATION	ENSG00000196712,ENSG00000171862,ENSG00000141510	NF1,PTEN,TP53	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959073	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/002/SRR6726582	251936181	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/002/SRR6726582	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/002/SRR6726582	e4c672747be0ad5babbc7d48e48ee5da	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR6726600	Illumina HiSeq 2500 sequencing: GSM3004170: GBM-2_3_130d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536487									680819450									GEO																Illumina HiSeq 2500 sequencing: GSM3004170: GBM-2_3_130d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3699615	GSM3004170						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/000/SRR6726600/SRR6726600.fastq.gz	410817250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/000/SRR6726600/SRR6726600.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/000/SRR6726600/SRR6726600.fastq.gz	5455801babe15e63f2b3a57ab322976d		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		13616389											GSM3004170_r1			GSM3004170			GBM-2_3_130d (techn. Rep. 2)						GBM-2_3_130d (techn. Rep. 2)	ORGANOID_GBM	3	MUT_COMBINATION_2	MUTATION	ENSG00000196712,ENSG00000171862,ENSG00000141510	NF1,PTEN,TP53	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959088	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/000/SRR6726600	253922494	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/000/SRR6726600	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/000/SRR6726600	40d3f40f63cb3f22b642306d6b81360c	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR5837563	Illumina HiSeq 2500 sequencing: GSM2706325: GBM-2_3_45d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361759									875495550									GEO																Illumina HiSeq 2500 sequencing: GSM2706325: GBM-2_3_45d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3014044	GSM2706325						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/003/SRR5837563/SRR5837563.fastq.gz	508892155	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/003/SRR5837563/SRR5837563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/003/SRR5837563/SRR5837563.fastq.gz	0c30cb9b8a10466d8d24e5104f3ef68b		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		17509911											GSM2706325_r1			GSM2706325			GBM-2_3_45d (techn. Rep. 1)						GBM-2_3_45d (techn. Rep. 1)	ORGANOID_GBM	3	MUT_COMBINATION_2	MUTATION	ENSG00000196712,ENSG00000171862,ENSG00000141510	NF1,PTEN,TP53	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363637	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/003/SRR5837563	310553952	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/003/SRR5837563	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/003/SRR5837563	7bdfd1d5fb481b77e5bf7562a7395744	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR5837576	Illumina HiSeq 2500 sequencing: GSM2706338: GBM-2_3_45d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361746									903152450									GEO																Illumina HiSeq 2500 sequencing: GSM2706338: GBM-2_3_45d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3014057	GSM2706338						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/006/SRR5837576/SRR5837576.fastq.gz	532300470	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/006/SRR5837576/SRR5837576.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/006/SRR5837576/SRR5837576.fastq.gz	9d9cfbe6ee7bacf0ddc56755e165be4c		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		18063049											GSM2706338_r1			GSM2706338			GBM-2_3_45d (techn. Rep. 2)						GBM-2_3_45d (techn. Rep. 2)	ORGANOID_GBM	3	MUT_COMBINATION_2	MUTATION	ENSG00000196712,ENSG00000171862,ENSG00000141510	NF1,PTEN,TP53	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363651	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/006/SRR5837576	326077412	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/006/SRR5837576	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/006/SRR5837576	c9b658903203d47ed833418f57226b6a	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR6726583	Illumina HiSeq 2500 sequencing: GSM3004153: GBM-2_4_130d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536473									622762450									GEO																Illumina HiSeq 2500 sequencing: GSM3004153: GBM-2_4_130d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3699600	GSM3004153						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/003/SRR6726583/SRR6726583.fastq.gz	364909533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/003/SRR6726583/SRR6726583.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/003/SRR6726583/SRR6726583.fastq.gz	e028c458b2053315e1f8714020d331fa		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		12455249											GSM3004153_r1			GSM3004153			GBM-2_4_130d (techn. Rep. 1)						GBM-2_4_130d (techn. Rep. 1)	ORGANOID_GBM	4	MUT_COMBINATION_2	MUTATION	ENSG00000196712,ENSG00000171862,ENSG00000141510	NF1,PTEN,TP53	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959074	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/003/SRR6726583	222967738	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/003/SRR6726583	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/003/SRR6726583	eaf0ef649c756080f56f04e7b340c5cb	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR6726601	Illumina HiSeq 2500 sequencing: GSM3004171: GBM-2_4_130d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536486									624222050									GEO																Illumina HiSeq 2500 sequencing: GSM3004171: GBM-2_4_130d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3699616	GSM3004171						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/001/SRR6726601/SRR6726601.fastq.gz	366571830	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/001/SRR6726601/SRR6726601.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/001/SRR6726601/SRR6726601.fastq.gz	7d96dfa8199540d2a9bcc87f69e78a99		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		12484441											GSM3004171_r1			GSM3004171			GBM-2_4_130d (techn. Rep. 2)						GBM-2_4_130d (techn. Rep. 2)	ORGANOID_GBM	4	MUT_COMBINATION_2	MUTATION	ENSG00000196712,ENSG00000171862,ENSG00000141510	NF1,PTEN,TP53	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959089	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/001/SRR6726601	224423342	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/001/SRR6726601	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/001/SRR6726601	940d72fce335bdea1c6a6add7f50b8cc	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR6726584	Illumina HiSeq 2500 sequencing: GSM3004154: GBM-3_1_130d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536472									602012050									GEO																Illumina HiSeq 2500 sequencing: GSM3004154: GBM-3_1_130d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3699601	GSM3004154						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/004/SRR6726584/SRR6726584.fastq.gz	353675277	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/004/SRR6726584/SRR6726584.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/004/SRR6726584/SRR6726584.fastq.gz	e9092bdc5e60a2eb79155e8c1e9adcb9		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		12040241											GSM3004154_r1			GSM3004154			GBM-3_1_130d (techn. Rep. 1)						GBM-3_1_130d (techn. Rep. 1)	ORGANOID_GBM	1	MUT_COMBINATION_3	MUTATION	ENSG00000146648,ENSG00000147889,ENSG00000171862	EGFR,CDKN2A,PTEN	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959075	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/004/SRR6726584	216158204	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/004/SRR6726584	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/004/SRR6726584	96857912b6f19691cac963fb310f7c8f	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR6726602	Illumina HiSeq 2500 sequencing: GSM3004172: GBM-3_1_130d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536485									603733600									GEO																Illumina HiSeq 2500 sequencing: GSM3004172: GBM-3_1_130d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3699617	GSM3004172						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/002/SRR6726602/SRR6726602.fastq.gz	355269720	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/002/SRR6726602/SRR6726602.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/002/SRR6726602/SRR6726602.fastq.gz	e3ccfed7220a62451b6aa60809b1d514		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		12074672											GSM3004172_r1			GSM3004172			GBM-3_1_130d (techn. Rep. 2)						GBM-3_1_130d (techn. Rep. 2)	ORGANOID_GBM	1	MUT_COMBINATION_3	MUTATION	ENSG00000146648,ENSG00000147889,ENSG00000171862	EGFR,CDKN2A,PTEN	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959090	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/002/SRR6726602	217519972	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/002/SRR6726602	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/002/SRR6726602	680bc7ad9d46f5ca1d48b03e958f7ab5	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR5837564	Illumina HiSeq 2500 sequencing: GSM2706326: GBM-3_1_45d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361758									857416500									GEO																Illumina HiSeq 2500 sequencing: GSM2706326: GBM-3_1_45d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3014045	GSM2706326						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/004/SRR5837564/SRR5837564.fastq.gz	498664802	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/004/SRR5837564/SRR5837564.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/004/SRR5837564/SRR5837564.fastq.gz	e0965269203f49ce1140eecc9b126d50		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		17148330											GSM2706326_r1			GSM2706326			GBM-3_1_45d (techn. Rep. 1)						GBM-3_1_45d (techn. Rep. 1)	ORGANOID_GBM	1	MUT_COMBINATION_3	MUTATION	ENSG00000146648,ENSG00000147889,ENSG00000171862	EGFR,CDKN2A,PTEN	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363634	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/004/SRR5837564	303866866	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/004/SRR5837564	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/004/SRR5837564	375571871405252627fb18613dbe3c2e	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR5837577	Illumina HiSeq 2500 sequencing: GSM2706339: GBM-3_1_45d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361745									881282400									GEO																Illumina HiSeq 2500 sequencing: GSM2706339: GBM-3_1_45d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3014058	GSM2706339						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/007/SRR5837577/SRR5837577.fastq.gz	519810832	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/007/SRR5837577/SRR5837577.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/007/SRR5837577/SRR5837577.fastq.gz	83dcbafe8d286ab7f11e0dfd33a5401f		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		17625648											GSM2706339_r1			GSM2706339			GBM-3_1_45d (techn. Rep. 2)						GBM-3_1_45d (techn. Rep. 2)	ORGANOID_GBM	1	MUT_COMBINATION_3	MUTATION	ENSG00000146648,ENSG00000147889,ENSG00000171862	EGFR,CDKN2A,PTEN	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363648	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/007/SRR5837577	317882084	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/007/SRR5837577	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/007/SRR5837577	366682261bcd16825bbad21efadaff08	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
