study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	experiment_title	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJNA523380	SAMN10987814	SRS4395653	SRX5432399	SRR8633673	9606	Homo sapiens	RRBS-SH10TC_STOMACH	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	46496111	Illumina HiSeq 2000 sequencing; RRBS of SH10TC_STOMACH	SH-10-TC.bam	985390599	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/003/SRR8633673/SRR8633673.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/003/SRR8633673	SH10TC_STOMACH	SH10TC_STOMACH
PRJNA523380	SAMN10987692	SRS4395894	SRX5432398	SRR8633674	9606	Homo sapiens	RRBS-SH4_SKIN	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	44155637	Illumina HiSeq 2000 sequencing; RRBS of SH4_SKIN	SH-4.bam	902281563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8633674/SRR8633674.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/004/SRR8633674	SH4_SKIN	SH4_SKIN
PRJNA523380	SAMN10988529	SRS4395717	SRX5432397	SRR8633675	9606	Homo sapiens	RRBS-SHP77_LUNG	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	32411014	Illumina HiSeq 2000 sequencing; RRBS of SHP77_LUNG	SHP-77.bam	690278436	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8633675/SRR8633675.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/005/SRR8633675	SHP77_LUNG	SHP77_LUNG
PRJNA523380	SAMN10989556	SRS4395718	SRX5432396	SRR8633676	9606	Homo sapiens	RRBS-SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	129871275	Illumina HiSeq 2000 sequencing; RRBS of SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIG-M5.bam	2602860103	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8633676/SRR8633676.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/006/SRR8633676	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988579	SRS4395716	SRX5432395	SRR8633677	9606	Homo sapiens	RRBS-SIMA_AUTONOMIC_GANGLIA	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	42681745	Illumina HiSeq 2000 sequencing; RRBS of SIMA_AUTONOMIC_GANGLIA	SIMA.bam	993312092	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8633677/SRR8633677.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/007/SRR8633677	SIMA_AUTONOMIC_GANGLIA	SIMA_AUTONOMIC_GANGLIA
PRJNA523380	SAMN10987778	SRS4395713	SRX5432394	SRR8633678	9606	Homo sapiens	RRBS-SJSA1_BONE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	98064352	Illumina HiSeq 2000 sequencing; RRBS of SJSA1_BONE	SJSA-1.bam	2140919303	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8633678/SRR8633678.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/008/SRR8633678	SJSA1_BONE	SJSA1_BONE
PRJNA523380	SAMN10987910	SRS4395714	SRX5432393	SRR8633679	9606	Homo sapiens	RRBS-SKBR3_BREAST	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	70846809	Illumina HiSeq 2000 sequencing; RRBS of SKBR3_BREAST	SK-BR-3.bam	1551813739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8633679/SRR8633679.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/009/SRR8633679	SKBR3_BREAST	SKBR3_BREAST
PRJNA523380	SAMN10988030	SRS4395712	SRX5432392	SRR8633680	9606	Homo sapiens	RRBS-SKCO1_LARGE_INTESTINE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	82416828	Illumina HiSeq 2000 sequencing; RRBS of SKCO1_LARGE_INTESTINE	SK-CO-1.bam	1675131509	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/000/SRR8633680/SRR8633680.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/000/SRR8633680	SKCO1_LARGE_INTESTINE	SKCO1_LARGE_INTESTINE
PRJNA523380	SAMN10987953	SRS4395143	SRX5432391	SRR8633681	9606	Homo sapiens	RRBS-SKES1_BONE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	81949289	Illumina HiSeq 2000 sequencing; RRBS of SKES1_BONE	SK-ES-1.bam	1904396469	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8633681/SRR8633681.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/001/SRR8633681	SKES1_BONE	SKES1_BONE
PRJNA523380	SAMN10989566	SRS4395678	SRX5432390	SRR8633682	9606	Homo sapiens	RRBS-RH18_SOFT_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	27415125	Illumina HiSeq 2000 sequencing; RRBS of RH18_SOFT_TISSUE	RH-18.bam	554980604	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8633682/SRR8633682.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/002/SRR8633682	RH18_SOFT_TISSUE	RH18_SOFT_TISSUE
PRJNA523380	SAMN10987964	SRS4395373	SRX5432389	SRR8633683	9606	Homo sapiens	RRBS-RPMI7951_SKIN	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	45479456	Illumina HiSeq 2000 sequencing; RRBS of RPMI7951_SKIN	RPMI-7951.bam	956868935	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/003/SRR8633683/SRR8633683.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/003/SRR8633683	RPMI7951_SKIN	RPMI7951_SKIN
PRJNA523380	SAMN10987666	SRS4396021	SRX5432388	SRR8633684	9606	Homo sapiens	RRBS-SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	79004808	Illumina HiSeq 2000 sequencing; RRBS of SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-B15.bam	1701709281	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8633684/SRR8633684.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/004/SRR8633684	SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988257	SRS4395951	SRX5432387	SRR8633685	9606	Homo sapiens	RRBS-A549_LUNG	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	103509912	Illumina HiSeq 2000 sequencing; RRBS of A549_LUNG	A549.bam	2248293750	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8633685/SRR8633685.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/005/SRR8633685	A549_LUNG	A549_LUNG
PRJNA523380	SAMN10987839	SRS4395952	SRX5432386	SRR8633686	9606	Homo sapiens	RRBS-A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	56592386	Illumina HiSeq 2000 sequencing; RRBS of A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	A4_Fuk.bam	1200803056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8633686/SRR8633686.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/006/SRR8633686	A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10987988	SRS4395955	SRX5432385	SRR8633687	9606	Homo sapiens	RRBS-A704_KIDNEY	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	100377223	Illumina HiSeq 2000 sequencing; RRBS of A704_KIDNEY	A-704.bam	2230063294	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8633687/SRR8633687.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/007/SRR8633687	A704_KIDNEY	A704_KIDNEY
PRJNA523380	SAMN10987881	SRS4395238	SRX5432384	SRR8633688	9606	Homo sapiens	RRBS-A673_BONE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	104840469	Illumina HiSeq 2000 sequencing; RRBS of A673_BONE	A-673.bam	2217494969	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8633688/SRR8633688.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/008/SRR8633688	A673_BONE	A673_BONE
PRJNA523380	SAMN10988347	SRS4395948	SRX5432383	SRR8633689	9606	Homo sapiens	RRBS-A375_SKIN	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	59901711	Illumina HiSeq 2000 sequencing; RRBS of A375_SKIN	A-375.bam	1253234768	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8633689/SRR8633689.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/009/SRR8633689	A375_SKIN	A375_SKIN
PRJNA523380	SAMN10988216	SRS4395949	SRX5432382	SRR8633690	9606	Homo sapiens	RRBS-A2780_OVARY	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	53420330	Illumina HiSeq 2000 sequencing; RRBS of A2780_OVARY	A2780.bam	1113879541	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/000/SRR8633690/SRR8633690.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/000/SRR8633690	A2780_OVARY	A2780_OVARY
PRJNA523380	SAMN10987879	SRS4395953	SRX5432381	SRR8633691	9606	Homo sapiens	RRBS-A498_KIDNEY	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	47781675	Illumina HiSeq 2000 sequencing; RRBS of A498_KIDNEY	A-498.bam	1066129647	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8633691/SRR8633691.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/001/SRR8633691	A498_KIDNEY	A498_KIDNEY
PRJNA523380	SAMN10987848	SRS4395947	SRX5432380	SRR8633692	9606	Homo sapiens	RRBS-A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	89263425	Illumina HiSeq 2000 sequencing; RRBS of A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	A3_KAW.bam	1929410870	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8633692/SRR8633692.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/002/SRR8633692	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988140	SRS4395806	SRX5432379	SRR8633693	9606	Homo sapiens	RRBS-LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	56764464	Illumina HiSeq 2000 sequencing; RRBS of LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Loucy.bam	1192604466	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/003/SRR8633693/SRR8633693.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/003/SRR8633693	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10987705	SRS4395239	SRX5432378	SRR8633694	9606	Homo sapiens	RRBS-ACCMESO1_PLEURA	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	58226099	Illumina HiSeq 2000 sequencing; RRBS of ACCMESO1_PLEURA	ACC-MESO-1.bam	1199364236	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8633694/SRR8633694.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/004/SRR8633694	ACCMESO1_PLEURA	ACCMESO1_PLEURA
PRJNA523380	SAMN10988302	SRS4395397	SRX5432377	SRR8633695	9606	Homo sapiens	RRBS-ABC1_LUNG	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	57091290	Illumina HiSeq 2000 sequencing; RRBS of ABC1_LUNG	ABC-1.bam	1230028440	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8633695/SRR8633695.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/005/SRR8633695	ABC1_LUNG	ABC1_LUNG
PRJNA523380	SAMN10988357	SRS4395679	SRX5432376	SRR8633696	9606	Homo sapiens	RRBS-K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	63287598	Illumina HiSeq 2000 sequencing; RRBS of K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K-562.bam	1225732288	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8633696/SRR8633696.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/006/SRR8633696	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10987840	SRS4395681	SRX5432375	SRR8633697	9606	Homo sapiens	RRBS-KALS1_CENTRAL_NERVOUS_SYSTEM	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	59313338	Illumina HiSeq 2000 sequencing; RRBS of KALS1_CENTRAL_NERVOUS_SYSTEM	KALS-1.bam	1191230044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8633697/SRR8633697.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/007/SRR8633697	KALS1_CENTRAL_NERVOUS_SYSTEM	KALS1_CENTRAL_NERVOUS_SYSTEM
PRJNA523380	SAMN10988549	SRS4395684	SRX5432374	SRR8633698	9606	Homo sapiens	RRBS-JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	52172269	Illumina HiSeq 2000 sequencing; RRBS of JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM-3.bam	1030515702	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8633698/SRR8633698.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/008/SRR8633698	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988224	SRS4395223	SRX5432373	SRR8633699	9606	Homo sapiens	RRBS-K029AX_SKIN	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	63705386	Illumina HiSeq 2000 sequencing; RRBS of K029AX_SKIN	K029AX.bam	1255861268	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8633699/SRR8633699.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/009/SRR8633699	K029AX_SKIN	K029AX_SKIN
PRJNA523380	SAMN10988020	SRS4395433	SRX5432372	SRR8633700	9606	Homo sapiens	RRBS-KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	54765109	Illumina HiSeq 2000 sequencing; RRBS of KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI-1.bam	1049048013	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/000/SRR8633700/SRR8633700.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/000/SRR8633700	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988450	SRS4395434	SRX5432371	SRR8633701	9606	Homo sapiens	RRBS-KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	58130552	Illumina HiSeq 2000 sequencing; RRBS of KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI-2.bam	1170320251	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8633701/SRR8633701.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/001/SRR8633701	KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988031	SRS4395680	SRX5432370	SRR8633702	9606	Homo sapiens	RRBS-KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	58360847	Illumina HiSeq 2000 sequencing; RRBS of KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS-299.bam	1119003997	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8633702/SRR8633702.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/002/SRR8633702	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988506	SRS4395690	SRX5432369	SRR8633703	9606	Homo sapiens	RRBS-KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	61665991	Illumina HiSeq 2000 sequencing; RRBS of KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS-422.bam	1278804644	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/003/SRR8633703/SRR8633703.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/003/SRR8633703	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10987989	SRS4395781	SRX5432368	SRR8633704	9606	Homo sapiens	RRBS-MDAMB435S_SKIN	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	20322284	Illumina HiSeq 2000 sequencing; RRBS of MDAMB435S_SKIN	MDA-MB-435S.bam	429876540	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8633704/SRR8633704.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/004/SRR8633704	MDAMB435S_SKIN	MDAMB435S_SKIN
PRJNA523380	SAMN10988336	SRS4395782	SRX5432367	SRR8633705	9606	Homo sapiens	RRBS-MDAMB415_BREAST	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	64949689	Illumina HiSeq 2000 sequencing; RRBS of MDAMB415_BREAST	MDA-MB-415.bam	1325416142	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8633705/SRR8633705.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/005/SRR8633705	MDAMB415_BREAST	MDAMB415_BREAST
PRJNA523380	SAMN10988477	SRS4395431	SRX5432366	SRR8633706	9606	Homo sapiens	RRBS-KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	65700486	Illumina HiSeq 2000 sequencing; RRBS of KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Kasumi-6.bam	1438344913	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8633706/SRR8633706.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/006/SRR8633706	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988331	SRS4395432	SRX5432365	SRR8633707	9606	Homo sapiens	RRBS-KATOIII_STOMACH	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	56412066	Illumina HiSeq 2000 sequencing; RRBS of KATOIII_STOMACH	KATO_III.bam	1117921291	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8633707/SRR8633707.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/007/SRR8633707	KATOIII_STOMACH	KATOIII_STOMACH
PRJNA523380	SAMN10987665	SRS4395633	SRX5432364	SRR8633708	9606	Homo sapiens	RRBS-MDAMB175VII_BREAST	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	52575791	Illumina HiSeq 2000 sequencing; RRBS of MDAMB175VII_BREAST	MDA-MB-175-VII.bam	1045581726	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8633708/SRR8633708.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/008/SRR8633708	MDAMB175VII_BREAST	MDAMB175VII_BREAST
PRJNA523380	SAMN10988196	SRS4395641	SRX5432363	SRR8633709	9606	Homo sapiens	RRBS-MDAMB157_BREAST	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	45790751	Illumina HiSeq 2000 sequencing; RRBS of MDAMB157_BREAST	MDA-MB-157.bam	910476114	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8633709/SRR8633709.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/009/SRR8633709	MDAMB157_BREAST	MDAMB157_BREAST
PRJNA523380	SAMN10987900	SRS4395783	SRX5432362	SRR8633710	9606	Homo sapiens	RRBS-MDAMB361_BREAST	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	65085610	Illumina HiSeq 2000 sequencing; RRBS of MDAMB361_BREAST	MDA-MB-361.bam	1474826403	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/000/SRR8633710/SRR8633710.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/000/SRR8633710	MDAMB361_BREAST	MDAMB361_BREAST
PRJNA523380	SAMN10987764	SRS4395632	SRX5432361	SRR8633711	9606	Homo sapiens	RRBS-MDAMB231_BREAST	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	53627278	Illumina HiSeq 2000 sequencing; RRBS of MDAMB231_BREAST	MDA-MB-231.bam	1096084317	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8633711/SRR8633711.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/001/SRR8633711	MDAMB231_BREAST	MDAMB231_BREAST
PRJNA523380	SAMN10987877	SRS4395246	SRX5432360	SRR8633712	9606	Homo sapiens	RRBS-NCIH1568_LUNG	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	39631350	Illumina HiSeq 2000 sequencing; RRBS of NCIH1568_LUNG	NCI-H1568.bam	818715732	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8633712/SRR8633712.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/002/SRR8633712	NCIH1568_LUNG	NCIH1568_LUNG
PRJNA523380	SAMN10987885	SRS4395247	SRX5432359	SRR8633713	9606	Homo sapiens	RRBS-NCIH1563_LUNG	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	67404784	Illumina HiSeq 2000 sequencing; RRBS of NCIH1563_LUNG	NCI-H1563.bam	1284109823	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/003/SRR8633713/SRR8633713.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/003/SRR8633713	NCIH1563_LUNG	NCIH1563_LUNG
PRJNA523380	SAMN10988190	SRS4395964	SRX5432358	SRR8633714	9606	Homo sapiens	RRBS-DMS114_LUNG	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	61810493	Illumina HiSeq 2000 sequencing; RRBS of DMS114_LUNG	DMS_114.bam	1238874807	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8633714/SRR8633714.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/004/SRR8633714	DMS114_LUNG	DMS114_LUNG
PRJNA523380	SAMN10988118	SRS4395962	SRX5432357	SRR8633715	9606	Homo sapiens	RRBS-DMS153_LUNG	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	38674669	Illumina HiSeq 2000 sequencing; RRBS of DMS153_LUNG	DMS_153.bam	707290794	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8633715/SRR8633715.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/005/SRR8633715	DMS153_LUNG	DMS153_LUNG
PRJNA523380	SAMN10988000	SRS4395244	SRX5432356	SRR8633716	9606	Homo sapiens	RRBS-NCIH1436_LUNG	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	71165699	Illumina HiSeq 2000 sequencing; RRBS of NCIH1436_LUNG	NCI-H1436.bam	1460809363	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8633716/SRR8633716.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/006/SRR8633716	NCIH1436_LUNG	NCIH1436_LUNG
PRJNA523380	SAMN10988518	SRS4395775	SRX5432355	SRR8633717	9606	Homo sapiens	RRBS-NCIH1435_LUNG	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	61645357	Illumina HiSeq 2000 sequencing; RRBS of NCIH1435_LUNG	NCI-H1435.bam	1191834770	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8633717/SRR8633717.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/007/SRR8633717	NCIH1435_LUNG	NCIH1435_LUNG
PRJNA523380	SAMN10988324	SRS4395814	SRX5432354	SRR8633718	9606	Homo sapiens	RRBS-NCIH146_LUNG	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	77279014	Illumina HiSeq 2000 sequencing; RRBS of NCIH146_LUNG	NCI-H146.bam	1790505162	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8633718/SRR8633718.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/008/SRR8633718	NCIH146_LUNG	NCIH146_LUNG
PRJNA523380	SAMN10987891	SRS4396009	SRX5432353	SRR8633719	9606	Homo sapiens	RRBS-NCIH1437_LUNG	SINGLE	Bisulfite-Seq	GENOMIC	Reduced Representation	33398514	Illumina HiSeq 2000 sequencing; RRBS of NCIH1437_LUNG	NCI-H1437.bam	669735509	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8633719/SRR8633719.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR863/009/SRR8633719	NCIH1437_LUNG	NCIH1437_LUNG
