accession	altitude	assembly_quality	assembly_software	base_count	binning_software	bio_material	broker_name	cell_line	cell_type	center_name	checklist	collected_by	collection_date	collection_date_submitted	completeness_score	contamination_score	country	cram_index_aspera	cram_index_ftp	cram_index_galaxy	cultivar	culture_collection	depth	description	dev_stage	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_package	environmental_sample	experiment_accession	experiment_alias	experiment_title	experimental_factor	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_created	first_public	germline	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_layout	library_name	library_selection	library_source	library_strategy	location	lon	mating_type	nominal_length	nominal_sdev	parent_study	ph	project_name	protocol_label	read_count	run_accession	run_alias	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_title	replicate	developmental_stage	cell_type_name	cell_line_name	condition	timepoint	timepoint_units	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_sample_accession	secondary_study_accession	sequencing_method	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_sex	target_gene	tax_id	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	variety
SAMN13618456				16369606108				90-A-10	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413932	R16-054_H7V3TBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/095/SRR10738295/SRR10738295_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/095/SRR10738295/SRR10738295_2.fastq.gz	3824083438;4314274836	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/095/SRR10738295/SRR10738295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/095/SRR10738295/SRR10738295_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/095/SRR10738295/SRR10738295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/095/SRR10738295/SRR10738295_2.fastq.gz	09e38338877ecfa2510e5233b5deae37;d16033d3dfcf2af6757c70f598b9a253	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		90-A-10		12/20/19			PAIRED	R16-054_H7V3TBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										81037654	SRR10738295	R16-054_H7V3TBBXX_S7_L002_R1_001.fastq.gz		SAMN13618456	R16-054_H7V3TBBXX			R16-054		R16-054				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860799	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/095/SRR10738295	6045515071	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/095/SRR10738295	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/095/SRR10738295	b8b556f028bf75b7a090b539d555f4cc		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618455				11832356646				90-A-10	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413930	R16-054_H7V3JBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/097/SRR10738297/SRR10738297_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/097/SRR10738297/SRR10738297_2.fastq.gz	2753479233;2980756532	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/097/SRR10738297/SRR10738297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/097/SRR10738297/SRR10738297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/097/SRR10738297/SRR10738297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/097/SRR10738297/SRR10738297_2.fastq.gz	a09d0f7244cdf9107b848f9ba691ca9b;4bb33b2270ac6c2b9055191273060c0e	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		90-A-10		12/20/19			PAIRED	R16-054_H7V3JBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										58576023	SRR10738297	R16-054_H7V3JBBXX_S42_L007_R1_001.fastq.gz		SAMN13618455	R16-054_H7V3JBBXX			R16-054		R16-054				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860801	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/097/SRR10738297	4270751501	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/097/SRR10738297	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/097/SRR10738297	34d0ee0cbacf40862ea8a04da006a3d0		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618454				9724022854				90-A-10	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413929	R16-054_H5TKNBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/098/SRR10738298/SRR10738298_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/098/SRR10738298/SRR10738298_2.fastq.gz	2540748706;2960338309	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/098/SRR10738298/SRR10738298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/098/SRR10738298/SRR10738298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/098/SRR10738298/SRR10738298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/098/SRR10738298/SRR10738298_2.fastq.gz	d054081255f61853fc828278f82bb132;a03bd5116d650becf68c8abf1c120106	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		90-A-10		12/20/19			PAIRED	R16-054_H5TKNBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										48138727	SRR10738298	R16-054_H5TKNBBXX_S11_L002_R1_001.fastq.gz		SAMN13618454	R16-054_H5TKNBBXX			R16-054		R16-054				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860802	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/098/SRR10738298	4183087044	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/098/SRR10738298	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/098/SRR10738298	79780507ae43965d5662fae37f4707a3		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618453				8785430864				90-A-10	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413928	R16-054_H5TH3BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/099/SRR10738299/SRR10738299_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/099/SRR10738299/SRR10738299_2.fastq.gz	2225620942;2658053579	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/099/SRR10738299/SRR10738299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/099/SRR10738299/SRR10738299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/099/SRR10738299/SRR10738299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/099/SRR10738299/SRR10738299_2.fastq.gz	27417b1353868f9357de295ba5d90ac0;57942e70c543aeb59600838e81214701	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		90-A-10		12/20/19			PAIRED	R16-054_H5TH3BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										43492232	SRR10738299	R16-054_H5TH3BBXX_S41_L006_R1_001.fastq.gz		SAMN13618453	R16-054_H5TH3BBXX			R16-054		R16-054				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860797	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/099/SRR10738299	3582132537	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/099/SRR10738299	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/099/SRR10738299	f9b2eecf31bf734a7214e2e4788aefa8		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618452				10080145622				90-A-10	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413927	R16-054_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/000/SRR10738300/SRR10738300_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/000/SRR10738300/SRR10738300_2.fastq.gz	2672729053;2933240753	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/000/SRR10738300/SRR10738300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/000/SRR10738300/SRR10738300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/000/SRR10738300/SRR10738300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/000/SRR10738300/SRR10738300_2.fastq.gz	02c470179924bf1d8251c1ea4fc10da3;c5b2ceaf8d07fe6bd862d3e864761b8d	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		90-A-10		12/20/19			PAIRED	R16-054_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										49901711	SRR10738300	R16-054_H5H27BBXX_S1_L001_R1_001.fastq.gz		SAMN13618452	R16-054_H5H27BBXX			R16-054		R16-054				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860793	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/000/SRR10738300	4171857227	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/000/SRR10738300	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/000/SRR10738300	9ee3ee4d373e02cd510007b9881ab3ac		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618448				9453977538				90-A-10	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413923	R16-042_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/004/SRR10738304/SRR10738304_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/004/SRR10738304/SRR10738304_2.fastq.gz	2407781601;2722592300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/004/SRR10738304/SRR10738304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/004/SRR10738304/SRR10738304_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/004/SRR10738304/SRR10738304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/004/SRR10738304/SRR10738304_2.fastq.gz	42549db67189509a79dc265edcaf73ef;906d0a904cb1ff479197169d3a73b4b3	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		90-A-10		12/20/19			PAIRED	R16-042_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										46801869	SRR10738304	R16-042_H5H27BBXX_S32_L004_R1_001.fastq.gz		SAMN13618448	R16-042_H5H27BBXX			R16-042		R16-042				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860791	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/004/SRR10738304	3706257596	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/004/SRR10738304	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/004/SRR10738304	5d4acf638ce4c999b5b7c1e5c93be437		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618461				10888676276				66-A-9	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413937	R16-062_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/090/SRR10738290/SRR10738290_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/090/SRR10738290/SRR10738290_2.fastq.gz	2970041888;3235164989	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/090/SRR10738290/SRR10738290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/090/SRR10738290/SRR10738290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/090/SRR10738290/SRR10738290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/090/SRR10738290/SRR10738290_2.fastq.gz	5918ae58c699345808008ca78336cb10;9eb3a989e6951d911c4117071913e2fe	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		66-A-9		12/20/19			PAIRED	R16-062_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										53904338	SRR10738290	R16-062_H5H27BBXX_S9_L002_R1_001.fastq.gz		SAMN13618461	R16-062_H5H27BBXX			R16-062		R16-062				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860806	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/090/SRR10738290	4663680087	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/090/SRR10738290	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/090/SRR10738290	506d29d64f649abb07ada5c571669665		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618451				8702433508				66-A-9	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413926	R16-051_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/001/SRR10738301/SRR10738301_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/001/SRR10738301/SRR10738301_2.fastq.gz	2040980666;2299273497	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/001/SRR10738301/SRR10738301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/001/SRR10738301/SRR10738301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/001/SRR10738301/SRR10738301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/001/SRR10738301/SRR10738301_2.fastq.gz	6e6e581e3cc95d758ee1733af47d6e93;429b0656d700cf087354cd0b8029c565	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		66-A-9		12/20/19			PAIRED	R16-051_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										43081354	SRR10738301	R16-051_H5H27BBXX_S61_L008_R1_001.fastq.gz		SAMN13618451	R16-051_H5H27BBXX			R16-051		R16-051				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860792	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/001/SRR10738301	3286376968	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/001/SRR10738301	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/001/SRR10738301	00c24655caa654549a2454bffb81a1d8		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618447				10966463042				66-A-9	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413922	R16-039_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/005/SRR10738305/SRR10738305_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/005/SRR10738305/SRR10738305_2.fastq.gz	2845206864;3223031651	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/005/SRR10738305/SRR10738305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/005/SRR10738305/SRR10738305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/005/SRR10738305/SRR10738305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/005/SRR10738305/SRR10738305_2.fastq.gz	08564fc24b823b96ce6cd656786eb768;a68bd16e691180f332f4b1b23834bde0	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		66-A-9		12/20/19			PAIRED	R16-039_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										54289421	SRR10738305	R16-039_H5H27BBXX_S55_L007_R1_001.fastq.gz		SAMN13618447	R16-039_H5H27BBXX			R16-039		R16-039				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860795	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/005/SRR10738305	4324240232	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/005/SRR10738305	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/005/SRR10738305	347e7c2fe1fbf03499a9d98782a4dc33		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618421				11727801244				66-A-3	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413942	R16-008_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/085/SRR10738285/SRR10738285_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/085/SRR10738285/SRR10738285_2.fastq.gz	2960390100;3354402196	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/085/SRR10738285/SRR10738285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/085/SRR10738285/SRR10738285_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/085/SRR10738285/SRR10738285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/085/SRR10738285/SRR10738285_2.fastq.gz	ad1a8d72ffc63687e5c297aa78be56e5;d1f570d9e779c03e247491a47ac19106	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		66-A-3		12/20/19			PAIRED	R16-008_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										58058422	SRR10738285	R16-008_H5H27BBXX_S16_L002_R1_001.fastq.gz		SAMN13618421	R16-008_H5H27BBXX			R16-008		R16-008				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860808	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/085/SRR10738285	4666639927	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/085/SRR10738285	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/085/SRR10738285	6f1f413f191636e1549c3195eb91cbe4		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618420				7814557456				66-A-3	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413931	R16-007_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/096/SRR10738296/SRR10738296_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/096/SRR10738296/SRR10738296_2.fastq.gz	2081099941;2323655975	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/096/SRR10738296/SRR10738296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/096/SRR10738296/SRR10738296_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/096/SRR10738296/SRR10738296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/096/SRR10738296/SRR10738296_2.fastq.gz	e78e3b8b0ca390fc2978597b8cacd7e4;7b488b194606723375411414f641665d	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		66-A-3		12/20/19			PAIRED	R16-007_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										38685928	SRR10738296	R16-007_H5H27BBXX_S20_L003_R1_001.fastq.gz		SAMN13618420	R16-007_H5H27BBXX			R16-007		R16-007				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860798	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/096/SRR10738296	3212662211	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/096/SRR10738296	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/096/SRR10738296	1f41ab398973673f4276e6070d0df6f2		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618436				7556863632				66-A-3	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413910	R16-030_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/017/SRR10738317/SRR10738317_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/017/SRR10738317/SRR10738317_2.fastq.gz	1852882609;2102554621	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/017/SRR10738317/SRR10738317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/017/SRR10738317/SRR10738317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/017/SRR10738317/SRR10738317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/017/SRR10738317/SRR10738317_2.fastq.gz	dd8bcb5bd9c15c5f43ad54c55036cb54;a8998ca62eb929fe1f9577c5abb8aa6a	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		66-A-3		12/20/19			PAIRED	R16-030_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										37410216	SRR10738317	R16-030_H5H27BBXX_S4_L001_R1_001.fastq.gz		SAMN13618436	R16-030_H5H27BBXX			R16-030		R16-030				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860782	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/017/SRR10738317	3047156216	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/017/SRR10738317	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/017/SRR10738317	6c768b0907a4d5795b45e1198977defd		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618435				8509196268				66-A-3	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413908	R16-029_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/019/SRR10738319/SRR10738319_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/019/SRR10738319/SRR10738319_2.fastq.gz	2023839606;2360213029	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/019/SRR10738319/SRR10738319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/019/SRR10738319/SRR10738319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/019/SRR10738319/SRR10738319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/019/SRR10738319/SRR10738319_2.fastq.gz	d2215bee16667d78ca2eec3e961461ea;9698160cf0e2ce2611215dd704b4ed22	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		66-A-3		12/20/19			PAIRED	R16-029_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										42124734	SRR10738319	R16-029_H5H27BBXX_S5_L001_R1_001.fastq.gz		SAMN13618435	R16-029_H5H27BBXX			R16-029		R16-029				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860779	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/019/SRR10738319	3341988880	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/019/SRR10738319	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/019/SRR10738319	76ca4371aeefc64245e0136743061f1d		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
