"accession"	"altitude"	"assembly_quality"	"assembly_software"	"base_count"	"binning_software"	"bio_material"	"broker_name"	"cell_line"	"cell_type"	"center_name"	"checklist"	"collected_by"	"collection_date"	"collection_date_submitted"	"completeness_score"	"contamination_score"	"country"	"cram_index_aspera"	"cram_index_ftp"	"cram_index_galaxy"	"cultivar"	"culture_collection"	"depth"	"description"	"dev_stage"	"ecotype"	"elevation"	"environment_biome"	"environment_feature"	"environment_material"	"environmental_package"	"environmental_sample"	"experiment_accession"	"experiment_alias"	"experiment_title"	"experimental_factor"	"fastq_aspera"	"fastq_bytes"	"fastq_ftp"	"fastq_galaxy"	"fastq_md5"	"first_created"	"first_public"	"germline"	"host"	"host_body_site"	"host_genotype"	"host_gravidity"	"host_growth_conditions"	"host_phenotype"	"host_sex"	"host_status"	"host_tax_id"	"identified_by"	"instrument_model"	"instrument_platform"	"investigation_type"	"isolate"	"isolation_source"	"last_updated"	"lat"	"library_construction_protocol"	"library_layout"	"library_name"	"library_selection"	"library_source"	"library_strategy"	"location"	"lon"	"mating_type"	"nominal_length"	"nominal_sdev"	"parent_study"	"ph"	"project_name"	"protocol_label"	"read_count"	"run_accession"	"run_alias"	"salinity"	"sample_accession"	"sample_alias"	"sample_capture_status"	"sample_collection"	"sample_description"	"sample_material"	"sample_title"	"replicate"	"DepMap_ID"	"CCLE_Name"	"cell_line_name"	"condition"	"pert_concentration"	"pert_concentration_units"	"pert_time"	"pert_time_units"	"sampling_campaign"	"sampling_platform"	"sampling_site"	"scientific_name"	"secondary_sample_accession"	"secondary_study_accession"	"sequencing_method"	"serotype"	"serovar"	"sex"	"specimen_voucher"	"sra_aspera"	"sra_bytes"	"sra_ftp"	"sra_galaxy"	"sra_md5"	"strain"	"study_accession"	"study_alias"	"study_title"	"sub_species"	"sub_strain"	"submission_accession"	"submission_tool"	"submitted_aspera"	"submitted_bytes"	"submitted_format"	"submitted_ftp"	"submitted_galaxy"	"submitted_host_sex"	"submitted_md5"	"submitted_sex"	"target_gene"	"tax_id"	"taxonomic_classification"	"taxonomic_identity_marker"	"temperature"	"tissue_lib"	"tissue_type"	"variety"
"SAMN12171861"				9047773500				"A375"		"GEO"														"NextSeq 500 sequencing; GSM3912207: A375-CTX-72hr-2; Homo sapiens; RNA-Seq"								"false"	"SRX6384964"	"GSM3912207"	"NextSeq 500 sequencing; GSM3912207: A375-CTX-72hr-2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR962/006/SRR9622116/SRR9622116_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR962/006/SRR9622116/SRR9622116_2.fastq.gz"	"2703469792;2712586179"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/006/SRR9622116/SRR9622116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/006/SRR9622116/SRR9622116_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/006/SRR9622116/SRR9622116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR962/006/SRR9622116/SRR9622116_2.fastq.gz"	"8e991e2fa4dc9a7067e0cc679a7ff68c;9e26958ce2f69df79f6e6cce63033be4"	2019-08-27	2019-08-27	"false"											"NextSeq 500"	"ILLUMINA"				2019-08-27		"Total RNA was extracted RNeasy Mini Kit as per manufacturer&apos;s instructions, Ribo-RNA depletion was performed RNA libraries were prepared for sequencing according to standard Illumina protocols (TruSeq RNA Sample Preparation Guide v2 Guide)"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA552155;PRJNA9558"				30159245	"SRR9622116"	"GSM3912207_r1"		"SAMN12171861"	"GSM3912207"			"A375-CTX-72hr-2"		"A375-CTX-72hr-2"	2	"ACH-000219"	"A375_SKIN"	"A375_SKIN"	"GSK3326595"			72	"hours"				"Homo sapiens"	"SRS5044482"	"SRP212666"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR962/006/SRR9622116"	4117925667	"ftp.sra.ebi.ac.uk/vol1/srr/SRR962/006/SRR9622116"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR962/006/SRR9622116"	"882a3b79b0763b3c65db39f2bc125016"		"PRJNA551945"	"GSE133568"	"Genome wide transcriptome analysis of palbociclib or GSK3326595 treated A375 cells [Palbociclib_GSK_RNASeq]"			"SRA915973"											9606						
"SAMN16089019"				6771213316				"PC3"		"GEO"														"Illumina NovaSeq 6000 sequencing; GSM4773860: PC3 sictrl treated rep1; Homo sapiens; RNA-Seq"								"false"	"SRX9100300"	"GSM4773860"	"Illumina NovaSeq 6000 sequencing; GSM4773860: PC3 sictrl treated rep1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/003/SRR12617203/SRR12617203_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/003/SRR12617203/SRR12617203_2.fastq.gz"	"1522102227;1585827047"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/003/SRR12617203/SRR12617203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/003/SRR12617203/SRR12617203_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/003/SRR12617203/SRR12617203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/003/SRR12617203/SRR12617203_2.fastq.gz"	"55c235b339ceb29747510eccb552e1ca;f7d6799df26c39b171cad4302806c9bf"	2021-03-11	2021-03-11	"false"											"Illumina NovaSeq 6000"	"ILLUMINA"				2021-03-11		"Total RNA was extracted using FastGene RNA Basic Kit (Nippon Genetics, Tokyo, Japan) and potential DNA contamination was eliminated by using TURBO DNA-free Kit (Thermo Fisher Scientific). Libraries are prepared using the TruSeq Stranded mRNA LT sample Prep Kit (Illumina) following manufacturer&apos;s instruction."	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				33520858	"SRR12617203"	"GSM4773860_r1"		"SAMN16089019"	"GSM4773860"			"PC3 sictrl treated rep1"		"PC3 sictrl treated rep1"	1	"ACH-000090"	"PC3_PROSTATE"	"PC3_PROSTATE"	"KD_CONTROL"								"Homo sapiens"	"SRS7344465"	"SRP281863"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR126/003/SRR12617203"	2003366916	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/003/SRR12617203"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/003/SRR12617203"	"d35070d9712a3f8b7c0a558d6690d519"		"PRJNA662572"	"GSE157725"	"RNA-seq analysis of SF3B2-depleted and pladienolide B-treated prostate cancer PC3 cells."			"SRA1123254"											9606						
"SAMN16089018"				7768470550				"PC3"		"GEO"														"Illumina NovaSeq 6000 sequencing; GSM4773861: PC3 sictrl treated rep2; Homo sapiens; RNA-Seq"								"false"	"SRX9100301"	"GSM4773861"	"Illumina NovaSeq 6000 sequencing; GSM4773861: PC3 sictrl treated rep2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/004/SRR12617204/SRR12617204_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/004/SRR12617204/SRR12617204_2.fastq.gz"	"1770517290;1849541780"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/004/SRR12617204/SRR12617204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/004/SRR12617204/SRR12617204_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/004/SRR12617204/SRR12617204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/004/SRR12617204/SRR12617204_2.fastq.gz"	"26b35587df3162751b69c365da8bfc60;6e1941b7ca49aa284402332dd1af9deb"	2021-03-11	2021-03-11	"false"											"Illumina NovaSeq 6000"	"ILLUMINA"				2021-03-11		"Total RNA was extracted using FastGene RNA Basic Kit (Nippon Genetics, Tokyo, Japan) and potential DNA contamination was eliminated by using TURBO DNA-free Kit (Thermo Fisher Scientific). Libraries are prepared using the TruSeq Stranded mRNA LT sample Prep Kit (Illumina) following manufacturer&apos;s instruction."	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				38457775	"SRR12617204"	"GSM4773861_r1"		"SAMN16089018"	"GSM4773861"			"PC3 sictrl treated rep2"		"PC3 sictrl treated rep2"	2	"ACH-000090"	"PC3_PROSTATE"	"PC3_PROSTATE"	"KD_CONTROL"								"Homo sapiens"	"SRS7344466"	"SRP281863"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR126/004/SRR12617204"	2345001309	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/004/SRR12617204"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/004/SRR12617204"	"752b0f4e877b41820a018b09cfac6a2e"		"PRJNA662572"	"GSE157725"	"RNA-seq analysis of SF3B2-depleted and pladienolide B-treated prostate cancer PC3 cells."			"SRA1123254"											9606						
"SAMN16089017"				8050365388				"PC3"		"GEO"														"Illumina NovaSeq 6000 sequencing; GSM4773862: PC3 siSF3B2 treated rep1; Homo sapiens; RNA-Seq"								"false"	"SRX9100302"	"GSM4773862"	"Illumina NovaSeq 6000 sequencing; GSM4773862: PC3 siSF3B2 treated rep1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/005/SRR12617205/SRR12617205_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/005/SRR12617205/SRR12617205_2.fastq.gz"	"1811892553;1895456029"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/005/SRR12617205/SRR12617205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/005/SRR12617205/SRR12617205_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/005/SRR12617205/SRR12617205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/005/SRR12617205/SRR12617205_2.fastq.gz"	"d38080d47f0566203c880144793ada90;edbd2fce650cadf2c2a86d01b9b3027c"	2021-03-11	2021-03-11	"false"											"Illumina NovaSeq 6000"	"ILLUMINA"				2021-03-11		"Total RNA was extracted using FastGene RNA Basic Kit (Nippon Genetics, Tokyo, Japan) and potential DNA contamination was eliminated by using TURBO DNA-free Kit (Thermo Fisher Scientific). Libraries are prepared using the TruSeq Stranded mRNA LT sample Prep Kit (Illumina) following manufacturer&apos;s instruction."	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				39853294	"SRR12617205"	"GSM4773862_r1"		"SAMN16089017"	"GSM4773862"			"PC3 siSF3B2 treated rep1"		"PC3 siSF3B2 treated rep1"	1	"ACH-000090"	"PC3_PROSTATE"	"PC3_PROSTATE"	"KD_SF3B2"								"Homo sapiens"	"SRS7344467"	"SRP281863"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR126/005/SRR12617205"	2395993495	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/005/SRR12617205"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/005/SRR12617205"	"522d22e79e139ad55b5046f8d8fb582e"		"PRJNA662572"	"GSE157725"	"RNA-seq analysis of SF3B2-depleted and pladienolide B-treated prostate cancer PC3 cells."			"SRA1123254"											9606						
"SAMN16089016"				6637634352				"PC3"		"GEO"														"Illumina NovaSeq 6000 sequencing; GSM4773863: PC3 siSF3B2 treated rep2; Homo sapiens; RNA-Seq"								"false"	"SRX9100303"	"GSM4773863"	"Illumina NovaSeq 6000 sequencing; GSM4773863: PC3 siSF3B2 treated rep2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/006/SRR12617206/SRR12617206_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/006/SRR12617206/SRR12617206_2.fastq.gz"	"1505524793;1567239398"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/006/SRR12617206/SRR12617206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/006/SRR12617206/SRR12617206_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/006/SRR12617206/SRR12617206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/006/SRR12617206/SRR12617206_2.fastq.gz"	"e02c526b639e5b591836700db366f53b;4fdcf5043aaddd42b989a54639ac6f17"	2021-03-11	2021-03-11	"false"											"Illumina NovaSeq 6000"	"ILLUMINA"				2021-03-11		"Total RNA was extracted using FastGene RNA Basic Kit (Nippon Genetics, Tokyo, Japan) and potential DNA contamination was eliminated by using TURBO DNA-free Kit (Thermo Fisher Scientific). Libraries are prepared using the TruSeq Stranded mRNA LT sample Prep Kit (Illumina) following manufacturer&apos;s instruction."	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				32859576	"SRR12617206"	"GSM4773863_r1"		"SAMN16089016"	"GSM4773863"			"PC3 siSF3B2 treated rep2"		"PC3 siSF3B2 treated rep2"	2	"ACH-000090"	"PC3_PROSTATE"	"PC3_PROSTATE"	"KD_SF3B2"								"Homo sapiens"	"SRS7344468"	"SRP281863"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR126/006/SRR12617206"	1987091100	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/006/SRR12617206"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/006/SRR12617206"	"99eeec8062e48ef47b9ac2cfd98e9a05"		"PRJNA662572"	"GSE157725"	"RNA-seq analysis of SF3B2-depleted and pladienolide B-treated prostate cancer PC3 cells."			"SRA1123254"											9606						
"SAMN16089015"				7027617370				"PC3"		"GEO"														"Illumina NovaSeq 6000 sequencing; GSM4773864: PC3 DMSO treated rep1; Homo sapiens; RNA-Seq"								"false"	"SRX9100304"	"GSM4773864"	"Illumina NovaSeq 6000 sequencing; GSM4773864: PC3 DMSO treated rep1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/007/SRR12617207/SRR12617207_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/007/SRR12617207/SRR12617207_2.fastq.gz"	"1583915427;1673599296"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/007/SRR12617207/SRR12617207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/007/SRR12617207/SRR12617207_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/007/SRR12617207/SRR12617207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/007/SRR12617207/SRR12617207_2.fastq.gz"	"f03d9a7520b0e73811ffeb17c78ff64d;3db1b9bf280071f83a905ab70b875f82"	2021-03-11	2021-03-11	"false"											"Illumina NovaSeq 6000"	"ILLUMINA"				2021-03-11		"Total RNA was extracted using FastGene RNA Basic Kit (Nippon Genetics, Tokyo, Japan) and potential DNA contamination was eliminated by using TURBO DNA-free Kit (Thermo Fisher Scientific). Libraries are prepared using the TruSeq Stranded mRNA LT sample Prep Kit (Illumina) following manufacturer&apos;s instruction."	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				34790185	"SRR12617207"	"GSM4773864_r1"		"SAMN16089015"	"GSM4773864"			"PC3 DMSO treated rep1"		"PC3 DMSO treated rep1"	1	"ACH-000090"	"PC3_PROSTATE"	"PC3_PROSTATE"	"DMSO"								"Homo sapiens"	"SRS7344469"	"SRP281863"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR126/007/SRR12617207"	2103712895	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/007/SRR12617207"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/007/SRR12617207"	"1536276531444a87209811c4b0d0fd9e"		"PRJNA662572"	"GSE157725"	"RNA-seq analysis of SF3B2-depleted and pladienolide B-treated prostate cancer PC3 cells."			"SRA1123254"											9606						
"SAMN16089014"				9955759072				"PC3"		"GEO"														"Illumina NovaSeq 6000 sequencing; GSM4773865: PC3 DMSO treated rep2; Homo sapiens; RNA-Seq"								"false"	"SRX9100305"	"GSM4773865"	"Illumina NovaSeq 6000 sequencing; GSM4773865: PC3 DMSO treated rep2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/008/SRR12617208/SRR12617208_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/008/SRR12617208/SRR12617208_2.fastq.gz"	"2273648771;2332200656"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/008/SRR12617208/SRR12617208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/008/SRR12617208/SRR12617208_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/008/SRR12617208/SRR12617208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/008/SRR12617208/SRR12617208_2.fastq.gz"	"f30924a56b0371ef9a413e6cf7195c71;fc4ccad64b794eceb9d74bc8006087a8"	2021-03-11	2021-03-11	"false"											"Illumina NovaSeq 6000"	"ILLUMINA"				2021-03-11		"Total RNA was extracted using FastGene RNA Basic Kit (Nippon Genetics, Tokyo, Japan) and potential DNA contamination was eliminated by using TURBO DNA-free Kit (Thermo Fisher Scientific). Libraries are prepared using the TruSeq Stranded mRNA LT sample Prep Kit (Illumina) following manufacturer&apos;s instruction."	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				49285936	"SRR12617208"	"GSM4773865_r1"		"SAMN16089014"	"GSM4773865"			"PC3 DMSO treated rep2"		"PC3 DMSO treated rep2"	2	"ACH-000090"	"PC3_PROSTATE"	"PC3_PROSTATE"	"DMSO"								"Homo sapiens"	"SRS7344470"	"SRP281863"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR126/008/SRR12617208"	2979994250	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/008/SRR12617208"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/008/SRR12617208"	"72463c8ff49d8f4092a64082fa292493"		"PRJNA662572"	"GSE157725"	"RNA-seq analysis of SF3B2-depleted and pladienolide B-treated prostate cancer PC3 cells."			"SRA1123254"											9606						
"SAMN16089013"				7192013858				"PC3"		"GEO"														"Illumina NovaSeq 6000 sequencing; GSM4773866: PC3 Pladienolide B 0.5 µM treated for 24 h rep1; Homo sapiens; RNA-Seq"								"false"	"SRX9100306"	"GSM4773866"	"Illumina NovaSeq 6000 sequencing; GSM4773866: PC3 Pladienolide B 0.5 µM treated for 24 h rep1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/009/SRR12617209/SRR12617209_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/009/SRR12617209/SRR12617209_2.fastq.gz"	"1630033015;1705410472"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/009/SRR12617209/SRR12617209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/009/SRR12617209/SRR12617209_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/009/SRR12617209/SRR12617209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/009/SRR12617209/SRR12617209_2.fastq.gz"	"ea197d268ff6143c7ffc47aa02d6e290;8c8d6efbc7aa5a0038a03187a32ce0c3"	2021-03-11	2021-03-11	"false"											"Illumina NovaSeq 6000"	"ILLUMINA"				2021-03-11		"Total RNA was extracted using FastGene RNA Basic Kit (Nippon Genetics, Tokyo, Japan) and potential DNA contamination was eliminated by using TURBO DNA-free Kit (Thermo Fisher Scientific). Libraries are prepared using the TruSeq Stranded mRNA LT sample Prep Kit (Illumina) following manufacturer&apos;s instruction."	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				35604029	"SRR12617209"	"GSM4773866_r1"		"SAMN16089013"	"GSM4773866"			"PC3 Pladienolide B 0.5 µM treated for 24 h rep1"		"PC3 Pladienolide B 0.5 µM treated for 24 h rep1"	1	"ACH-000090"	"PC3_PROSTATE"	"PC3_PROSTATE"	"PLADIENOLIDE_B"	0.5	"micromolar"	24	"hours"				"Homo sapiens"	"SRS7344471"	"SRP281863"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR126/009/SRR12617209"	2156380792	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/009/SRR12617209"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/009/SRR12617209"	"1f2430261f093eee1ea6ade7aff97116"		"PRJNA662572"	"GSE157725"	"RNA-seq analysis of SF3B2-depleted and pladienolide B-treated prostate cancer PC3 cells."			"SRA1123254"											9606						
"SAMN16089012"				6581662778				"PC3"		"GEO"														"Illumina NovaSeq 6000 sequencing; GSM4773867: PC3 Pladienolide B 0.5 µM treated for 24 h rep2; Homo sapiens; RNA-Seq"								"false"	"SRX9100307"	"GSM4773867"	"Illumina NovaSeq 6000 sequencing; GSM4773867: PC3 Pladienolide B 0.5 µM treated for 24 h rep2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/010/SRR12617210/SRR12617210_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR126/010/SRR12617210/SRR12617210_2.fastq.gz"	"1500528168;1579720944"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/010/SRR12617210/SRR12617210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/010/SRR12617210/SRR12617210_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/010/SRR12617210/SRR12617210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/010/SRR12617210/SRR12617210_2.fastq.gz"	"bc6d2c60d5ce3adba6ac1f09584360ec;3a4898866f6ca72663d5b89d1d27962d"	2021-03-11	2021-03-11	"false"											"Illumina NovaSeq 6000"	"ILLUMINA"				2021-03-11		"Total RNA was extracted using FastGene RNA Basic Kit (Nippon Genetics, Tokyo, Japan) and potential DNA contamination was eliminated by using TURBO DNA-free Kit (Thermo Fisher Scientific). Libraries are prepared using the TruSeq Stranded mRNA LT sample Prep Kit (Illumina) following manufacturer&apos;s instruction."	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				32582489	"SRR12617210"	"GSM4773867_r1"		"SAMN16089012"	"GSM4773867"			"PC3 Pladienolide B 0.5 µM treated for 24 h rep2"		"PC3 Pladienolide B 0.5 µM treated for 24 h rep2"	2	"ACH-000090"	"PC3_PROSTATE"	"PC3_PROSTATE"	"PLADIENOLIDE_B"	0.5	"micromolar"	24	"hours"				"Homo sapiens"	"SRS7344472"	"SRP281863"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR126/010/SRR12617210"	2000920531	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/010/SRR12617210"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR126/010/SRR12617210"	"81bb7779bd22361adf71632d97924cda"		"PRJNA662572"	"GSE157725"	"RNA-seq analysis of SF3B2-depleted and pladienolide B-treated prostate cancer PC3 cells."			"SRA1123254"											9606						
"SAMN17094287"				45719012400				"HEK293T"		"SUB8746411"														"Illumina HiSeq 2500 sequencing; RNA-seq of HEK293T cells: 5nM Pladienolide B 16h"								"false"	"SRX9691642"	"Low"	"Illumina HiSeq 2500 sequencing; RNA-seq of HEK293T cells: 5nM Pladienolide B 16h"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR132/000/SRR13261100/SRR13261100_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR132/000/SRR13261100/SRR13261100_2.fastq.gz"	"11640539983;13628802087"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/000/SRR13261100/SRR13261100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/000/SRR13261100/SRR13261100_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/000/SRR13261100/SRR13261100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/000/SRR13261100/SRR13261100_2.fastq.gz"	"6f12b0c715c32035a81eb212a2c63d84;8765b77e57fae290232988152129956f"	2021-01-04	2021-01-04	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2021-01-04			"PAIRED"	"Low"	"Oligo-dT"	"TRANSCRIPTOMIC"	"RNA-Seq"										152396708	"SRR13261100"	"Low_A_1.fq.gz"		"SAMN17094287"	"Low"			"5nM PB treated"		"5nM PB treated"	1			"HEK293T_KIDNEY"	"PLADIENOLIDE_B"	0.5	"nanomolar"						"Homo sapiens"	"SRS7888590"	"SRP298200"				"female"		"fasp.sra.ebi.ac.uk:/vol1/srr/SRR132/000/SRR13261100"	18165312977	"ftp.sra.ebi.ac.uk/vol1/srr/SRR132/000/SRR13261100"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR132/000/SRR13261100"	"0e94328d4ddbb278d91c3f2b11c716f4"		"PRJNA685790"	"PRJNA685790"	"Transcriptome of HEK293T cells exposed to varying doses of Pladienolide B"			"SRA1172262"									"female"		9606					"embryonic"	
"SAMN17094286"				62564954100				"HEK293T"		"SUB8746411"														"Illumina HiSeq 2500 sequencing; RNA-seq of HEK293T cells: 100nM Pladienolide B 16h"								"false"	"SRX9691641"	"High"	"Illumina HiSeq 2500 sequencing; RNA-seq of HEK293T cells: 100nM Pladienolide B 16h"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR132/001/SRR13261101/SRR13261101_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR132/001/SRR13261101/SRR13261101_2.fastq.gz"	"16023354108;18341369392"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/001/SRR13261101/SRR13261101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/001/SRR13261101/SRR13261101_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/001/SRR13261101/SRR13261101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/001/SRR13261101/SRR13261101_2.fastq.gz"	"703616517758be957c3fb9a1b7dc358f;ca7fc5e7cc23eca6ddbbb56549aae4f1"	2021-01-04	2021-01-04	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2021-01-04			"PAIRED"	"High"	"Oligo-dT"	"TRANSCRIPTOMIC"	"RNA-Seq"										208549847	"SRR13261101"	"High_A_1.fq.gz"		"SAMN17094286"	"High"			"100nM PB treated"		"100nM PB treated"	1			"HEK293T_KIDNEY"	"PLADIENOLIDE_B"	100	"nanomolar"						"Homo sapiens"	"SRS7888592"	"SRP298200"				"female"		"fasp.sra.ebi.ac.uk:/vol1/srr/SRR132/001/SRR13261101"	24726559778	"ftp.sra.ebi.ac.uk/vol1/srr/SRR132/001/SRR13261101"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR132/001/SRR13261101"	"cbf6378814cb9a250ae2ec4322ada76f"		"PRJNA685790"	"PRJNA685790"	"Transcriptome of HEK293T cells exposed to varying doses of Pladienolide B"			"SRA1172262"									"female"		9606					"embryonic"	
